ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
Q1L9A2	outer mitochondrial membrane lipid metabolism regulator OPA3(opa3)	Danio rerio			GO:0007626~locomotory behavior,GO:0019216~regulation of lipid metabolic process,GO:0031413~regulation of buoyancy,GO:0050881~musculoskeletal movement,	GO:0005739~mitochondrion,		IPR010754:OPA3-like,						KW-0496~Mitochondrion,		KW-0175~Coiled coil,
P50542	peroxisomal biogenesis factor 5(PEX5)	Homo sapiens		General function prediction only,	GO:0000038~very long-chain fatty acid metabolic process,GO:0000425~pexophagy,GO:0001764~neuron migration,GO:0006625~protein targeting to peroxisome,GO:0006635~fatty acid beta-oxidation,GO:0007006~mitochondrial membrane organization,GO:0007029~endoplasmic reticulum organization,GO:0015031~protein transport,GO:0016558~protein import into peroxisome matrix,GO:0016560~protein import into peroxisome matrix, docking,GO:0016561~protein import into peroxisome matrix, translocation,GO:0016562~protein import into peroxisome matrix, receptor recycling,GO:0021795~cerebral cortex cell migration,GO:0021895~cerebral cortex neuron differentiation,GO:0031333~negative regulation of protein-containing complex assembly,GO:0034614~cellular response to reactive oxygen species,GO:0040018~positive regulation of multicellular organism growth,GO:0044721~protein import into peroxisome matrix, substrate release,GO:0045046~protein import into peroxisome membrane,GO:0048468~cell development,GO:0050905~neuromuscular process,GO:0051262~protein tetramerization,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005777~peroxisome,GO:0005778~peroxisomal membrane,GO:0005782~peroxisomal matrix,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0016020~membrane,GO:0032991~protein-containing complex,	GO:0000268~peroxisome targeting sequence binding,GO:0005052~peroxisome matrix targeting signal-1 binding,GO:0005515~protein binding,GO:0019899~enzyme binding,GO:0031267~small GTPase binding,GO:0033328~peroxisome membrane targeting sequence binding,GO:0140597~protein carrier chaperone,	IPR011990:TPR-like_helical_dom_sf,IPR019734:TPR_repeat,IPR024111:PEX5/PEX5L,	hsa04146:Peroxisome,	202370~Peroxisome biogenesis disorder 2B,214110~Peroxisome biogenesis disorder 2A (Zellweger),616716~Rhizomelic chondrodysplasia punctata, type 5,		SM00028:TPR,	KW-0653~Protein transport,KW-0811~Translocation,KW-0813~Transport,	KW-0576~Peroxisome,KW-0963~Cytoplasm,	KW-0225~Disease variant,KW-0685~Rhizomelic chondrodysplasia punctata,KW-0861~Zellweger syndrome,KW-0958~Peroxisome biogenesis disorder,	KW-0677~Repeat,KW-0802~TPR repeat,		KW-0675~Receptor,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-0882~Thioester bond,KW-1017~Isopeptide bond,	CROSSLNK:Glycyl cysteine thioester (Cys-Gly) (interchain with G-Cter in ubiquitin),CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),MOTIF:LVxEF motif,MOTIF:WxxxF/Y motif 1,MOTIF:WxxxF/Y motif 2,MOTIF:WxxxF/Y motif 3,MOTIF:WxxxF/Y motif 4,MOTIF:WxxxF/Y motif 5,MOTIF:WxxxF/Y motif 6,MOTIF:WxxxF/Y motif 7,MUTAGEN:C->A: Promotes accumulation at the peroxisomal membrane because of impaired export into the cytosol. Does not affect monoubiquitination by TRIM37.,MUTAGEN:C->K: Does not affect ability to mediate peroxisomal import of proteins.,MUTAGEN:C->S,R: Promotes accumulation at the peroxisomal membrane because of impaired export into the cytosol.,MUTAGEN:F->A: Strongly reduced interaction with PEX14.,MUTAGEN:K->A: Abolished monoubiquitination by TRIM37, leading to decreased stability.,MUTAGEN:K->A: Does not affect monoubiquitination by TRIM37.,MUTAGEN:K->R: Abolished interaction with SQSTM1, leading to decreased pexophagy in response to reactive oxygen species (ROS).,MUTAGEN:K->R: Does not affect PEX5 recycling.,MUTAGEN:LVAEF->AAAAA: Abolished interaction with PEX14.,MUTAGEN:S->A: Abolished phosphorylation by ATM, leading to impaired monoubiquitination at K-209.,MUTAGEN:S->E: Mimics phosphorylation, leading to increased pexophagy in response to reactive oxygen species (ROS).,MUTAGEN:W->A: Decreased interaction with PEX14.,MUTAGEN:W->A: Strongly reduced interaction with PEX14.,REGION:Amphipathic helix 1 (AH1),REGION:Amphipathic helix 2 (AH2),REGION:Amphipathic helix 3 (AH3),REGION:Amphipathic helix 4 (AH4),REGION:Disordered,REPEAT:TPR,REPEAT:TPR 1,REPEAT:TPR 2,REPEAT:TPR 3,REPEAT:TPR 4,REPEAT:TPR 5,REPEAT:TPR 6,REPEAT:TPR 7,SITE:Sensor of redox state,
O54853	potassium voltage-gated channel subfamily H member 6(Kcnh6)	Rattus norvegicus			GO:0006813~potassium ion transport,GO:0060307~regulation of ventricular cardiac muscle cell membrane repolarization,GO:0071805~potassium ion transmembrane transport,GO:0086011~membrane repolarization during action potential,GO:0086013~membrane repolarization during cardiac muscle cell action potential,GO:0086091~regulation of heart rate by cardiac conduction,	GO:0005886~plasma membrane,GO:0034702~monoatomic ion channel complex,	GO:0005242~inward rectifier potassium channel activity,GO:0005249~voltage-gated potassium channel activity,GO:0005267~potassium channel activity,GO:0044877~protein-containing complex binding,	IPR000014:PAS,IPR000595:cNMP-bd_dom,IPR003938:K_chnl_volt-dep_EAG/ELK/ERG,IPR003967:K_chnl_volt-dep_ERG,IPR005821:Ion_trans_dom,IPR014710:RmlC-like_jellyroll,IPR018490:cNMP-bd_dom_sf,IPR035965:PAS-like_dom_sf,IPR050818:KCNH_channel,				SM00100:cNMP,	KW-0406~Ion transport,KW-0633~Potassium transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0630~Potassium,	KW-0407~Ion channel,KW-0631~Potassium channel,KW-0851~Voltage-gated channel,		DOMAIN:Cyclic nucleotide-binding,DOMAIN:PAC,DOMAIN:PAS,INTRAMEM:Pore-forming; Name=Segment H5,MOTIF:Selectivity filter,MUTAGEN:G->S: Dominant negative mutant; abolishes ERG current.,REGION:Disordered,REGION:cNMP-binding domain,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=Segment S1,TRANSMEM:Helical; Name=Segment S2,TRANSMEM:Helical; Name=Segment S3,TRANSMEM:Helical; Name=Segment S5,TRANSMEM:Helical; Name=Segment S6,TRANSMEM:Helical; Voltage-sensor; Name=Segment S4,
Q86UA1	pre-mRNA processing factor 39(PRPF39)	Homo sapiens		RNA processing and modification,	GO:0000395~mRNA 5'-splice site recognition,GO:0006396~RNA processing,	GO:0000243~commitment complex,GO:0005634~nucleus,GO:0005685~U1 snRNP,GO:0071004~U2-type prespliceosome,	GO:0005515~protein binding,GO:0030627~pre-mRNA 5'-splice site binding,	IPR003107:HAT,IPR008847:Suf,IPR011990:TPR-like_helical_dom_sf,				SM00386:HAT,	KW-0507~mRNA processing,KW-0508~mRNA splicing,	KW-0539~Nucleus,		KW-0677~Repeat,			KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Suppressor of forked,REGION:Disordered,REPEAT:HAT 1,REPEAT:HAT 2,REPEAT:HAT 3,REPEAT:HAT 4,REPEAT:HAT 5,REPEAT:HAT 6,REPEAT:HAT 7,
Q5XIU9	progesterone receptor membrane component 2(Pgrmc2)	Rattus norvegicus			GO:0015886~heme transport,GO:0060612~adipose tissue development,	GO:0005576~extracellular region,GO:0005635~nuclear envelope,GO:0005783~endoplasmic reticulum,GO:0012505~endomembrane system,GO:0016020~membrane,GO:0045202~synapse,GO:0098978~glutamatergic synapse,	GO:0005496~steroid binding,GO:0015232~heme transmembrane transporter activity,GO:0020037~heme binding,	IPR001199:Cyt_B5-like_heme/steroid-bd,IPR036400:Cyt_B5-like_heme/steroid_sf,IPR050577:Cytochrome_b5-MAPR/VMP1_fams,	rno04080:Neuroactive ligand-receptor interaction,			SM01117:Cyt-b5,		KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0539~Nucleus,KW-0964~Secreted,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0446~Lipid-binding,KW-0754~Steroid-binding,	KW-0675~Receptor,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0654~Proteoglycan,	CARBOHYD:O-linked (Xyl...) (chondroitin sulfate) serine,DOMAIN:Cytochrome b5 heme-binding,REGION:Disordered,TRANSMEM:Helical,
A0A3M6TIF0	protein mab-21-like(LOC113677374)	Pocillopora damicornis			GO:0045087~innate immune response,		GO:0005524~ATP binding,GO:0005525~GTP binding,GO:0046872~metal ion binding,GO:0061501~2',3'-cyclic GMP-AMP synthase activity,	IPR024810:MAB21L/cGLR,IPR046906:Mab-21_HhH/H2TH-like,				SM01265:Mab-21,	KW-0391~Immunity,KW-0399~Innate immunity,				KW-0067~ATP-binding,KW-0342~GTP-binding,KW-0460~Magnesium,KW-0464~Manganese,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0548~Nucleotidyltransferase,KW-0808~Transferase,		MUTAGEN:D->N: Abolished nucleotidyltransferase activity.,
P58389	protein phosphatase 2 protein activator(Ptpa)	Mus musculus			GO:0006357~regulation of transcription by RNA polymerase II,GO:0007052~mitotic spindle organization,GO:0043065~positive regulation of apoptotic process,	GO:0000159~protein phosphatase type 2A complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0034704~calcium channel complex,GO:1904949~ATPase complex,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0004721~phosphoprotein phosphatase activity,GO:0005102~signaling receptor binding,GO:0005524~ATP binding,GO:0008160~protein tyrosine phosphatase activator activity,GO:0019211~phosphatase activator activity,GO:0019888~protein phosphatase regulator activity,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0051721~protein phosphatase 2A binding,GO:0140839~RNA polymerase II CTD heptapeptide repeat P3 isomerase activity,GO:0140840~RNA polymerase II CTD heptapeptide repeat P6 isomerase activity,	IPR004327:Phstyr_phstse_ac,IPR037218:PTPA_sf,IPR043170:PTPA_C_lid,	mmu04931:Insulin resistance,mmu05415:Diabetic cardiomyopathy,		PIRSF016325:Phstyr_phstse_ac,			KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0067~ATP-binding,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0413~Isomerase,KW-0697~Rotamase,	KW-0007~Acetylation,	REGION:Disordered,
Q641Z2	protein tyrosine phosphatase, non-receptor type 9(Ptpn9)	Rattus norvegicus			GO:0006338~chromatin remodeling,GO:0007165~signal transduction,GO:0010977~negative regulation of neuron projection development,GO:0035335~peptidyl-tyrosine dephosphorylation,GO:1903078~positive regulation of protein localization to plasma membrane,	GO:0005737~cytoplasm,GO:0044306~neuron projection terminus,	GO:0004725~protein tyrosine phosphatase activity,GO:0004726~non-membrane spanning protein tyrosine phosphatase activity,GO:0030946~protein tyrosine phosphatase activity, metal-dependent,GO:0140793~histone H2AXY142 phosphatase activity,	IPR000242:PTP_cat,IPR000387:Tyr_Pase_dom,IPR001251:CRAL-TRIO_dom,IPR003595:Tyr_Pase_cat,IPR016130:Tyr_Pase_AS,IPR029021:Prot-tyrosine_phosphatase-like,IPR036273:CRAL/TRIO_N_dom_sf,IPR036865:CRAL-TRIO_dom_sf,IPR050348:Protein-Tyr_Phosphatase,				SM00194:PTPc,SM00404:PTPc_motif,SM00516:SEC14,		KW-0963~Cytoplasm,				KW-0378~Hydrolase,KW-0675~Receptor,KW-0904~Protein phosphatase,	KW-0007~Acetylation,	ACT_SITE:Phosphocysteine intermediate,DOMAIN:CRAL-TRIO,DOMAIN:Tyrosine specific protein phosphatases,DOMAIN:Tyrosine-protein phosphatase,REGION:Disordered,
P07949	ret proto-oncogene(RET)	Homo sapiens			GO:0000165~MAPK cascade,GO:0001657~ureteric bud development,GO:0001755~neural crest cell migration,GO:0001838~embryonic epithelial tube formation,GO:0006338~chromatin remodeling,GO:0006468~protein phosphorylation,GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules,GO:0007158~neuron cell-cell adhesion,GO:0007165~signal transduction,GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007275~multicellular organism development,GO:0007411~axon guidance,GO:0007497~posterior midgut development,GO:0008286~insulin receptor signaling pathway,GO:0008543~fibroblast growth factor receptor signaling pathway,GO:0009410~response to xenobiotic stimulus,GO:0010628~positive regulation of gene expression,GO:0010976~positive regulation of neuron projection development,GO:0014042~positive regulation of neuron maturation,GO:0030155~regulation of cell adhesion,GO:0030335~positive regulation of cell migration,GO:0031547~brain-derived neurotrophic factor receptor signaling pathway,GO:0033141~positive regulation of peptidyl-serine phosphorylation of STAT protein,GO:0033619~membrane protein proteolysis,GO:0033630~positive regulation of cell adhesion mediated by integrin,GO:0035790~platelet-derived growth factor receptor-alpha signaling pathway,GO:0035791~platelet-derived growth factor receptor-beta signaling pathway,GO:0035799~ureter maturation,GO:0035860~glial cell-derived neurotrophic factor receptor signaling pathway,GO:0036323~vascular endothelial growth factor receptor-1 signaling pathway,GO:0038063~collagen-activated tyrosine kinase receptor signaling pathway,GO:0038084~vascular endothelial growth factor signaling pathway,GO:0038109~Kit signaling pathway,GO:0038145~macrophage colony-stimulating factor signaling pathway,GO:0042551~neuron maturation,GO:0043410~positive regulation of MAPK cascade,GO:0045793~positive regulation of cell size,GO:0045893~positive regulation of DNA-templated transcription,GO:0048009~insulin-like growth factor receptor signaling pathway,GO:0048012~hepatocyte growth factor receptor signaling pathway,GO:0048013~ephrin receptor signaling pathway,GO:0048265~response to pain,GO:0048484~enteric nervous system development,GO:0050770~regulation of axonogenesis,GO:0051897~positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0060041~retina development in camera-type eye,GO:0060384~innervation,GO:0061146~Peyer's patch morphogenesis,GO:0071300~cellular response to retinoic acid,GO:0072300~positive regulation of metanephric glomerulus development,GO:0097021~lymphocyte migration into lymphoid organs,GO:0160144~GDF15-GFRAL signaling pathway,GO:2001056~positive regulation of cysteine-type endopeptidase activity,GO:2001241~positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,	GO:0005769~early endosome,GO:0005886~plasma membrane,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0043025~neuronal cell body,GO:0043235~receptor complex,GO:0098797~plasma membrane protein complex,	GO:0004713~protein tyrosine kinase activity,GO:0004714~transmembrane receptor protein tyrosine kinase activity,GO:0005004~GPI-linked ephrin receptor activity,GO:0005005~transmembrane-ephrin receptor activity,GO:0005006~epidermal growth factor receptor activity,GO:0005007~fibroblast growth factor receptor activity,GO:0005008~hepatocyte growth factor receptor activity,GO:0005009~insulin receptor activity,GO:0005010~insulin-like growth factor receptor activity,GO:0005011~macrophage colony-stimulating factor receptor activity,GO:0005018~platelet-derived growth factor alpha-receptor activity,GO:0005019~platelet-derived growth factor beta-receptor activity,GO:0005020~stem cell factor receptor activity,GO:0005021~vascular endothelial growth factor receptor activity,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008288~boss receptor activity,GO:0016301~kinase activity,GO:0035401~histone H3Y41 kinase activity,GO:0036332~placental growth factor receptor activity,GO:0038023~signaling receptor activity,GO:0038062~protein tyrosine kinase collagen receptor activity,GO:0060175~brain-derived neurotrophic factor receptor activity,GO:0140801~histone H2AXY142 kinase activity,	IPR000719:Prot_kinase_dom,IPR001245:Ser-Thr/Tyr_kinase_cat_dom,IPR002126:Cadherin-like_dom,IPR008266:Tyr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR015919:Cadherin-like_sf,IPR016249:Tyr_kinase_Ret_rcpt,IPR017441:Protein_kinase_ATP_BS,IPR020635:Tyr_kinase_cat_dom,IPR040667:Ret_CLD3,IPR041163:Ret_CLD1,IPR041317:RET_CLD4,IPR050122:RTK,	hsa04010:MAPK signaling pathway,hsa04020:Calcium signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa05200:Pathways in cancer,hsa05216:Thyroid cancer,hsa05223:Non-small cell lung cancer,hsa05230:Central carbon metabolism in cancer,	142623~Hirschsprung disease, protection against,142623~Hirschsprung disease, susceptibility to, 1,155240~Medullary thyroid carcinoma,162300~Multiple endocrine neoplasia IIB,171300~Pheochromocytoma,171400~Multiple endocrine neoplasia IIA,	PIRSF000631:TyrPK_receptor_Ret,	SM00219:TyrKc,	KW-0130~Cell adhesion,	KW-0472~Membrane,KW-0967~Endosome,KW-1003~Cell membrane,	KW-0225~Disease variant,KW-0367~Hirschsprung disease,KW-0656~Proto-oncogene,	KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0106~Calcium,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0675~Receptor,KW-0808~Transferase,KW-0829~Tyrosine-protein kinase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,CARBOHYD:O-linked (GlcNAc) serine,DOMAIN:Cadherin,DOMAIN:Protein kinase,DOMAIN:Ret cadherin like,MUTAGEN:D->N: Impaired cleavage by caspase-3 and loss of induced cell death.,MUTAGEN:E->A: Enhanced protein autophosphorylation due to enhanced substrate presentation in trans.,MUTAGEN:I->A: Enhanced protein autophosphorylation due to enhanced substrate presentation in trans.,MUTAGEN:K->R,M: Loss of kinase activity. No effect on interaction with and dissociation from CBLC and CD2AP.,MUTAGEN:Missing: Loss of induced cell death, but increased cell aggregation.,MUTAGEN:R->A: Enhanced protein autophosphorylation due to enhanced substrate presentation in trans.,MUTAGEN:W->A: Defects in maturation and processing.,MUTAGEN:Y->A: Defects in maturation and processing.,MUTAGEN:Y->F: Abolishes GFRAL-mediated MAPK1/MAPK2 phosphorylation.,MUTAGEN:Y->S: Defects in maturation and processing.,REGION:Cadherin-like region 1 (CLD1),REGION:Cadherin-like region 3 (CLD3),REGION:Cadherin-like region 4 (CLD4),REGION:Disordered,SITE:Breakpoint for translocation to form PCM1-RET; RET-CCDC6; RET-GOLGA5; RET-TRIM24 and RET-TRIM33 oncogenes,SITE:Breakpoint for translocation to form the TRIM27/RET oncogene,SITE:Cleavage; by caspase-3,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
P0CT39	retrotransposable element/transposon Tf2-type(Tf2-12)	Schizosaccharomyces pombe			GO:0006310~DNA recombination,GO:0006508~proteolysis,GO:0015074~DNA integration,	GO:0005575~cellular_component,GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0003964~RNA-directed DNA polymerase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0004519~endonuclease activity,GO:0046872~metal ion binding,	IPR000477:RT_dom,IPR001584:Integrase_cat-core,IPR001969:Aspartic_peptidase_AS,IPR012337:RNaseH-like_sf,IPR021109:Peptidase_aspartic_dom_sf,IPR024648:Pept_A2E_retrotransp,IPR036397:RNaseH_sf,IPR041577:RT_RNaseH_2,IPR041588:Integrase_H2C2,IPR043128:Rev_trsase/Diguanyl_cyclase,IPR043502:DNA/RNA_pol_sf,IPR050951:Retrovirus_Pol_polyprotein,					KW-0229~DNA integration,KW-0233~DNA recombination,				KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0064~Aspartyl protease,KW-0238~DNA-binding,KW-0239~DNA-directed DNA polymerase,KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0511~Multifunctional enzyme,KW-0540~Nuclease,KW-0548~Nucleotidyltransferase,KW-0645~Protease,KW-0694~RNA-binding,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,		ACT_SITE:For protease activity,COMPBIAS:Polar residues,DOMAIN:Integrase catalytic,DOMAIN:Peptidase A2,DOMAIN:Reverse transcriptase,REGION:Disordered,
P0CT39	retrotransposable element/transposon Tf2-type(Tf2-3)	Schizosaccharomyces pombe			GO:0006310~DNA recombination,GO:0006508~proteolysis,GO:0015074~DNA integration,	GO:0005575~cellular_component,GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0003964~RNA-directed DNA polymerase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0004519~endonuclease activity,GO:0046872~metal ion binding,	IPR000477:RT_dom,IPR001584:Integrase_cat-core,IPR001969:Aspartic_peptidase_AS,IPR012337:RNaseH-like_sf,IPR021109:Peptidase_aspartic_dom_sf,IPR024648:Pept_A2E_retrotransp,IPR036397:RNaseH_sf,IPR041577:RT_RNaseH_2,IPR041588:Integrase_H2C2,IPR043128:Rev_trsase/Diguanyl_cyclase,IPR043502:DNA/RNA_pol_sf,IPR050951:Retrovirus_Pol_polyprotein,					KW-0229~DNA integration,KW-0233~DNA recombination,				KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0064~Aspartyl protease,KW-0238~DNA-binding,KW-0239~DNA-directed DNA polymerase,KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0511~Multifunctional enzyme,KW-0540~Nuclease,KW-0548~Nucleotidyltransferase,KW-0645~Protease,KW-0694~RNA-binding,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,		ACT_SITE:For protease activity,COMPBIAS:Polar residues,DOMAIN:Integrase catalytic,DOMAIN:Peptidase A2,DOMAIN:Reverse transcriptase,REGION:Disordered,
P0CT39	retrotransposable element/transposon Tf2-type(Tf2-5)	Schizosaccharomyces pombe			GO:0006310~DNA recombination,GO:0006508~proteolysis,GO:0015074~DNA integration,	GO:0005575~cellular_component,GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0003964~RNA-directed DNA polymerase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0004519~endonuclease activity,GO:0046872~metal ion binding,	IPR000477:RT_dom,IPR001584:Integrase_cat-core,IPR001969:Aspartic_peptidase_AS,IPR012337:RNaseH-like_sf,IPR021109:Peptidase_aspartic_dom_sf,IPR024648:Pept_A2E_retrotransp,IPR036397:RNaseH_sf,IPR041577:RT_RNaseH_2,IPR041588:Integrase_H2C2,IPR043128:Rev_trsase/Diguanyl_cyclase,IPR043502:DNA/RNA_pol_sf,IPR050951:Retrovirus_Pol_polyprotein,					KW-0229~DNA integration,KW-0233~DNA recombination,				KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0064~Aspartyl protease,KW-0238~DNA-binding,KW-0239~DNA-directed DNA polymerase,KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0511~Multifunctional enzyme,KW-0540~Nuclease,KW-0548~Nucleotidyltransferase,KW-0645~Protease,KW-0694~RNA-binding,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,		ACT_SITE:For protease activity,COMPBIAS:Polar residues,DOMAIN:Integrase catalytic,DOMAIN:Peptidase A2,DOMAIN:Reverse transcriptase,REGION:Disordered,
P0CT39	retrotransposable element/transposon Tf2-type(Tf2-6)	Schizosaccharomyces pombe			GO:0006310~DNA recombination,GO:0006508~proteolysis,GO:0015074~DNA integration,	GO:0005575~cellular_component,GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0003964~RNA-directed DNA polymerase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0004519~endonuclease activity,GO:0046872~metal ion binding,	IPR000477:RT_dom,IPR001584:Integrase_cat-core,IPR001969:Aspartic_peptidase_AS,IPR012337:RNaseH-like_sf,IPR021109:Peptidase_aspartic_dom_sf,IPR024648:Pept_A2E_retrotransp,IPR036397:RNaseH_sf,IPR041577:RT_RNaseH_2,IPR041588:Integrase_H2C2,IPR043128:Rev_trsase/Diguanyl_cyclase,IPR043502:DNA/RNA_pol_sf,IPR050951:Retrovirus_Pol_polyprotein,					KW-0229~DNA integration,KW-0233~DNA recombination,				KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0064~Aspartyl protease,KW-0238~DNA-binding,KW-0239~DNA-directed DNA polymerase,KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0511~Multifunctional enzyme,KW-0540~Nuclease,KW-0548~Nucleotidyltransferase,KW-0645~Protease,KW-0694~RNA-binding,KW-0695~RNA-directed DNA polymerase,KW-0808~Transferase,		ACT_SITE:For protease activity,COMPBIAS:Polar residues,DOMAIN:Integrase catalytic,DOMAIN:Peptidase A2,DOMAIN:Reverse transcriptase,REGION:Disordered,
P79324	ribosomal protein L15(RPL15)	Sus scrofa			GO:0002181~cytoplasmic translation,GO:0006412~translation,	GO:0005634~nucleus,GO:0005840~ribosome,GO:0022625~cytosolic large ribosomal subunit,GO:0022626~cytosolic ribosome,GO:0044391~ribosomal subunit,GO:0045202~synapse,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,	IPR000439:Ribosomal_eL15,IPR012678:Ribosomal_uL23/eL15/eS24_sf,IPR020925:Ribosomal_eL15_CS,IPR024794:Rbsml_eL15_core_dom_sf,	ssc03010:Ribosome,ssc05171:Coronavirus disease - COVID-19,			SM01384:Ribosomal_L15e,		KW-0963~Cytoplasm,				KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),REGION:Disordered,
P55832	ribosomal protein S4 X-linked(RPS4X)	Equus caballus			GO:0006412~translation,	GO:0005840~ribosome,GO:0016020~membrane,GO:0022627~cytosolic small ribosomal subunit,GO:1990904~ribonucleoprotein complex,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR000876:Ribosomal_eS4,IPR002942:S4_RNA-bd,IPR005824:KOW,IPR013843:Ribosomal_eS4_N,IPR013845:Ribosomal_eS4_central_region,IPR014722:Rib_uL2_dom2,IPR018199:Ribosomal_eS4_N_CS,IPR032277:Ribosomal_eS4_C,IPR036986:S4_RNA-bd_sf,IPR038237:Ribosomal_eS4_central_sf,IPR041982:Ribosomal_eS4_KOW,	ecb03010:Ribosome,ecb05171:Coronavirus disease - COVID-19,		PIRSF002116:Ribosomal_S4,	SM00363:S4,		KW-0472~Membrane,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,		DOMAIN:RNA-binding S4,DOMAIN:S4 RNA-binding,TRANSMEM:Helical,
