biomin_hit,gene_id,evalue,score,species_id,species,group_id,type,conservation_level,blasted protein in Stylophora,definition,Ref
P21_g18277,Pocillopora_meandrina_HIv1___TS.g30016.t1,0,521,Ptua,Ptua,OG_02317,three_way,medium,XP_022806326.1,Zona pellucida,"Drake et al., 2013"
P22_g19762,Pocillopora_meandrina_HIv1___TS.g16540.t1,9.62e-66,224,Ptua,Ptua,OG_14279,apul_ptua,medium,XP_022785540.1,Stylophora pistillata clone g19762 hypothetical protein gene,"Drake et al., 2013"
P23_g1057,Pocillopora_meandrina_HIv1___RNAseq.g19955.t1,0,4473,Ptua,Ptua,OG_01608,three_way,medium,"XP_022808083.1, XP_022808082.1, XP_022808084.1",Protocadherin,"Drake et al., 2013"
P24_g15888,Pocillopora_meandrina_HIv1___RNAseq.g12638.t1,1.9e-66,217,Ptua,Ptua,OG_00843,three_way,low,XP_022779720.1,clone g15888 vitellogenin-like protein gene,"Drake et al., 2013"
P26_g1441,Pocillopora_meandrina_HIv1___RNAseq.g12638.t1,1.4699999999999997e-168,510,Ptua,Ptua,OG_00843,three_way,low,"XP_022794920.1, XP_022800921.1",clone g1441 vitellogenin-like protein gene,"Drake et al., 2013"
P27_g18472,Pocillopora_meandrina_HIv1___RNAseq.g7413.t1,1.82e-94,287,Ptua,Ptua,OG_10205,three_way,low,XP_022781915.1,Integrin - alpha,"Drake et al., 2013"
P28_g11651,Pocillopora_meandrina_HIv1___RNAseq.g21613.t1,1.5000000000000001e-117,353,Ptua,NA,NA,NA,NA,XP_022793421.1,Late embryogenesis protein,"Drake et al., 2013"
P31_g20420,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,1.4599999999999997e-162,483,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,Neurexin,"Drake et al., 2013"
P32_g5540,Pocillopora_meandrina_HIv1___RNAseq.g20422.t1,0,533,Ptua,Ptua,OG_01486,three_way,low,XP_022795871.1,Kielin/chordin like,"Drake et al., 2013"
P33_g8985,Pocillopora_meandrina_HIv1___RNAseq.g23895.t1,0,939,Ptua,Ptua,OG_16592,peve_ptua,medium,XP_022781364.1,Flagellar associated protein,"Drake et al., 2013"
P34_g1714,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,0,1091,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,MAM/LDL receptor domain containing protein,"Drake et al., 2013"
P36_g13890,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,2.12e-146,452,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,Zonadhesion-like precursor,"Drake et al., 2013"
AGE35225.2,Pocillopora_meandrina_HIv1___RNAseq.g22811.t1,0,654,Ptua,Ptua,OG_03429,three_way,medium,XP_022785805.1,CARP1 [Stylophora pistillata],"Mass et al., 2013"
AGE35226.1,Pocillopora_meandrina_HIv1___RNAseq.g13097.t1,2.3299999999999998e-35,121,Ptua,NA,NA,NA,NA,XP_022794102.1,CARP3 [Stylophora pistillata],"Mass et al., 2013"
AJQ31790.1,Pocillopora_meandrina_HIv1___RNAseq.g448.t1,0,1979,Ptua,Ptua,OG_04247,three_way,medium,XP_022788307.1,solute carrier family 4 member gamma [Stylophora pistillata],"Zoccola et al., 2015"
AAR13013.1,Pocillopora_meandrina_HIv1___RNAseq.g19573.t1,0,2220,Ptua,Ptua,OG_01452,three_way,high,XP_022785723.1,plasma membrane calcium ATPase [Stylophora pistillata],"Zoccola et al., 2004"
Gene:g1484,Pocillopora_meandrina_HIv1___RNAseq.g22811.t1,0,654,Ptua,Ptua,OG_03429,three_way,medium,XP_022785805.1,Annotated: CARP1,"Mummadisetti et al., 2021"
Gene:g3745.t1,Pocillopora_meandrina_HIv1___RNAseq.g26354.t1,6.87e-82,246,Ptua,Ptua,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021"
Gene:g10186,Pocillopora_meandrina_HIv1___RNAseq.g26354.t1,5.04e-89,264,Ptua,Ptua,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021"
Gene:g14733,Pocillopora_meandrina_HIv1___RNAseq.g26354.t1,2.3899999999999994e-158,446,Ptua,Ptua,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021"
Gene:g13552,Pocillopora_meandrina_HIv1___RNAseq.g7413.t1,8.289999999999998e-166,478,Ptua,Ptua,OG_10205,three_way,low,XP_022781839.1,Acidic SOMP (Full-Length p27),"Mummadisetti et al., 2021"
Gene:g2116,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,0,1028,Ptua,NA,NA,NA,NA,XP_022784808.1,Annotated: Protocadherin (PC1),"Mummadisetti et al., 2021"
Gene:10186,Pocillopora_meandrina_HIv1___RNAseq.g9346.t1,2.68e-41,151,Ptua,Ptua,OG_05819,three_way,medium,XP_022784808.1,Annotated: Protocadherin (PC2),"Mummadisetti et al., 2021"
Gene:g10187,Pocillopora_meandrina_HIv1___RNAseq.g9346.t1,1.52e-52,190,Ptua,Ptua,OG_05819,three_way,medium,XP_022784808.1,Annotated: Protocadherin (PC3),"Mummadisetti et al., 2021"
Gene:g10188,Pocillopora_meandrina_HIv1___RNAseq.g9346.t1,2.34e-150,485,Ptua,Ptua,OG_05819,three_way,medium,XP_022784808.1,Annotated: Protocadherin (PC3),"Mummadisetti et al., 2021"
Gene:g30,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,0,2344,Ptua,NA,NA,NA,NA,XP_022784808.1,Annotated: Protoacadherin (PC4),"Mummadisetti et al., 2021"
Gene:g24177,Pocillopora_meandrina_HIv1___RNAseq.g19955.t1,0,4472,Ptua,Ptua,OG_01608,three_way,medium,XP_022798258.1,Annotated: Protocadherin (PC5),"Mummadisetti et al., 2021"
Gene:g38128,Pocillopora_meandrina_HIv1___RNAseq.g20694.t1,0,974,Ptua,Ptua,OG_16000,peve_ptua,low,XP_022783430.1,Annotated: α-Collagen,"Mummadisetti et al., 2021"
Gene:g2829.t1,Pocillopora_meandrina_HIv1___RNAseq.g20693.t1,0,1590,Ptua,NA,NA,NA,NA,XP_022783415.1,Annotated: Coadhesin,"Mummadisetti et al., 2021"
Gene:g5735.t1,Pocillopora_meandrina_HIv1___TS.g22787.t1,2.16e-134,407,Ptua,Ptua,OG_17739,peve_ptua,low,XP_022799127.1,Annotated: Tolloid-Like,"Mummadisetti et al., 2021"
Gene:g22569,Pocillopora_meandrina_HIv1___RNAseq.g25647.t2,0,1193,Ptua,NA,NA,NA,NA,XP_022810031.1,Annotated: Fibronectin,"Mummadisetti et al., 2021"
Gene:g37058,Pocillopora_meandrina_HIv1___RNAseq.g25647.t2,2.6e-70,235,Ptua,NA,NA,NA,NA,XP_022804608.1,Annotated: Fibronectin (Fibronectin-2),"Mummadisetti et al., 2021"
Gene:g7086,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,0,813,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,Annotated: EGF and LamininG-Like (EGF LamG1),"Mummadisetti et al., 2021"
Gene:g34749,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,0,771,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,Annotated: EGF and LamininG-Like (EGF LamG2),"Mummadisetti et al., 2021"
Gene:g2115,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,0,1018,Ptua,NA,NA,NA,NA,XP_022784808.1,Annotated: Cadherin,"Mummadisetti et al., 2021"
Gene:g29033.t1,Pocillopora_meandrina_HIv1___RNAseq.g30112.t1,4.1999999999999996e-162,453,Ptua,NA,NA,NA,NA,XP_022799914.1,Annotated: Carbonic Anhydrase (STPCA2-1),"Mummadisetti et al., 2021"
Gene:g27814,Pocillopora_meandrina_HIv1___RNAseq.g30113.t1,0,547,Ptua,NA,NA,NA,NA,XP_022801359.1,Annotated: carbonic anhydrase (STPCA2-2),"Mummadisetti et al., 2021"
Gene:g29034.t1,Pocillopora_meandrina_HIv1___RNAseq.g30112.t1,1.74e-154,432,Ptua,NA,NA,NA,NA,XP_022799914.1,Annotated: CarbonicAnhyrase,"Mummadisetti et al., 2021"
Gene:g11190,Pocillopora_meandrina_HIv1___RNAseq.g24031.t1,5.55e-90,265,Ptua,Ptua,OG_14257,apul_ptua,low,XP_022783323.1,Annotated: USOMP12,"Mummadisetti et al., 2021"
Gene:g30385.t1,Pocillopora_meandrina_HIv1___RNAseq.g26177.t1,0,1017,Ptua,Ptua,OG_15121,apul_ptua,medium,XP_022780049.1,Annotated: USOMPS13,"Mummadisetti et al., 2021"
Gene:g38881,Pocillopora_meandrina_HIv1___RNAseq.g7645.t1a,8.37e-133,380,Ptua,NA,NA,NA,NA,"XP_022790556.1, XP_022790555.1",Annotated: Uncharacterized protein (USOMP14),"Mummadisetti et al., 2021"
Gene:g9094,Pocillopora_meandrina_HIv1___RNAseq.g778.t1,0,786,Ptua,Ptua,OG_13910,apul_ptua,high,"XP_022795459.1, XP_022777933.1",Annotated: Actin,"Mummadisetti et al., 2021"
Gene:g15955,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,0,1572,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,Annotated: MAM and LDL receptor-containing protein (MAM LDL-2),"Mummadisetti et al., 2021"
Gene:g2829,Pocillopora_meandrina_HIv1___RNAseq.g20693.t1,4.899999999999999e-143,437,Ptua,NA,NA,NA,NA,"XP_022783414.1, XP_022783413.1, XP_022783414.1",Annotated: Thrombospondin-like protein (Thrombospondin),"Mummadisetti et al., 2021"
Gene:g907,Pocillopora_meandrina_HIv1___TS.g30016.t1,0,593,Ptua,Ptua,OG_02317,three_way,medium,XP_022806326.1,Annotated: Zona Pellucida (ZP domain-containing),"Mummadisetti et al., 2021"
Gene:g39770,Pocillopora_meandrina_HIv1___RNAseq.g20422.t1,8.65e-141,401,Ptua,Ptua,OG_01486,three_way,low,XP_022795871.1,Annotated: Kielin-Like,"Mummadisetti et al., 2021"
Gene:g15294.t1,Pocillopora_meandrina_HIv1___RNAseq.g12638.t1,0,2378,Ptua,Ptua,OG_00843,three_way,low,XP_022779720.1,Annotated: Vitellogenin,"Mummadisetti et al., 2021"
AAD11470.1,Pocillopora_meandrina_HIv1___TS.g9102.t1,0,2048,Ptua,Ptua,OG_02260,three_way,medium,XP_022803851.1,L-type calcium channel alpha-1 subunit,"Zoccola et al., 1999"
AGG36361.1,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,0,2312,Ptua,NA,NA,NA,NA,XP_022784808.1,Annotated: Protoacadherin (PC4),"Drake et al., 2013"
EU532164.1,Pocillopora_meandrina_HIv1___RNAseq.g30112.t1,0,525,Ptua,NA,NA,NA,NA,XP_022799914.1,carbonic anhydrase 2,"Bertucci et al., 2011"
MG182344.1,Pocillopora_meandrina_HIv1___RNAseq.g5072.t1,0,1373,Ptua,Ptua,OG_06754,three_way,high, XP_022792788.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018"
MG182345.1,Pocillopora_meandrina_HIv1___TS.g5573.t1,0,1041,Ptua,Ptua,OG_09106,three_way,high,XP_022784107.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018"
XP_022781731.1,Pocillopora_meandrina_HIv1___RNAseq.g28536.t1,0,877,Ptua,Ptua,OG_15334,apul_ptua,medium,XP_022781731.1,sodium-independent sulfate anion transporter-like 2C transcript variant X1,"Zoccola et al., 2015"
XP_022783031.1,Pocillopora_meandrina_HIv1___RNAseq.g17234.t1,0,1543,Ptua,Ptua,OG_06610,three_way,high,XP_022783031.1,sodium bicarbonate transporter-like protein 11,"Zoccola et al., 2015"
XP_022788270.1,Pocillopora_meandrina_HIv1___RNAseq.g446.t1,0,2091,Ptua,Ptua,OG_04243,three_way,medium,XP_022788270.1,band 3 anion transport protein-like,"Zoccola et al., 2015"
XP_022791567.1,Pocillopora_meandrina_HIv1___RNAseq.g16088.t1,0,1643,Ptua,Ptua,OG_14889,apul_ptua,medium,XP_022791567.1,anion exchange protein 2-like,"Zoccola et al., 2015"
XP_022800320.1,Pocillopora_meandrina_HIv1___RNAseq.g20254.t1,0,1335,Ptua,Ptua,OG_01579,three_way,medium,XP_022800320.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015"
XP_022800329.1,Pocillopora_meandrina_HIv1___RNAseq.g20254.t1,0,1338,Ptua,Ptua,OG_01579,three_way,medium,XP_022800329.1,sulfate anion transporter 1-like isoform X2,"Zoccola et al., 2015"
XP_022800339.1,Pocillopora_meandrina_HIv1___RNAseq.g20251.t1,0,1091,Ptua,Ptua,OG_01475,three_way,medium,XP_022800339.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015"
XP_022801463.1,Pocillopora_meandrina_HIv1___RNAseq.g28575.t1,0,2198,Ptua,Ptua,OG_07641,three_way,medium,XP_022801463.1,sodium bicarbonate cotransporter 3-like isoform X2,"Zoccola et al., 2015"
