biomin_hit,gene_id,evalue,score,species_id,species,group_id,type,conservation_level,blasted protein in Stylophora,definition,Ref,ACR.139.TP1,ACR.139.TP1.1,ACR.139.TP2,ACR.139.TP2.1,ACR.139.TP3,ACR.139.TP3.1,ACR.139.TP4,ACR.139.TP4.1,ACR.145.TP1,ACR.145.TP1.1,ACR.145.TP2,ACR.145.TP2.1,ACR.145.TP3,ACR.145.TP3.1,ACR.145.TP4,ACR.145.TP4.1,ACR.150.TP1,ACR.150.TP1.1,ACR.150.TP2,ACR.150.TP2.1,ACR.150.TP3,ACR.150.TP3.1,ACR.150.TP4,ACR.150.TP4.1,ACR.173.TP1,ACR.173.TP1.1,ACR.173.TP2,ACR.173.TP2.1,ACR.173.TP3,ACR.173.TP3.1,ACR.173.TP4,ACR.173.TP4.1,ACR.186.TP1,ACR.186.TP1.1,ACR.186.TP2,ACR.186.TP2.1,ACR.186.TP3,ACR.186.TP3.1,ACR.186.TP4,ACR.186.TP4.1,ACR.225.TP1,ACR.225.TP1.1,ACR.225.TP2,ACR.225.TP2.1,ACR.225.TP3,ACR.225.TP3.1,ACR.225.TP4,ACR.225.TP4.1,ACR.229.TP1,ACR.229.TP1.1,ACR.229.TP2,ACR.229.TP2.1,ACR.229.TP3,ACR.229.TP3.1,ACR.229.TP4,ACR.229.TP4.1,ACR.237.TP1,ACR.237.TP1.1,ACR.237.TP2,ACR.237.TP2.1,ACR.237.TP3,ACR.237.TP3.1,ACR.237.TP4,ACR.237.TP4.1,ACR.244.TP1,ACR.244.TP1.1,ACR.244.TP2,ACR.244.TP2.1,ACR.244.TP3,ACR.244.TP3.1,ACR.244.TP4,ACR.244.TP4.1,ACR.265.TP1,ACR.265.TP1.1,ACR.265.TP2,ACR.265.TP2.1,ACR.265.TP3,ACR.265.TP3.1,ACR.265.TP4,ACR.265.TP4.1
Gene:g38128,FUN_002672,2.94e-172,526,Apul,NA,NA,NA,NA,XP_022783430.1,Annotated: α-Collagen,"Mummadisetti et al., 2021",9236,9236,6634,6634,3806,3806,5982,5982,4098,4098,4762,4762,1068,1068,2656,2656,2320,2320,6468,6468,3704,3704,8236,8236,1234,1234,12692,12692,3276,3276,4072,4072,1632,1632,3234,3234,680,680,8070,8070,514,514,3398,3398,3050,3050,1410,1410,4060,4060,2104,2104,1920,1920,350,350,2704,2704,2478,2478,6006,6006,1072,1072,748,748,3556,3556,4966,4966,442,442,1252,1252,2132,2132,2598,2598,1500,1500
Gene:g2829.t1,FUN_002672,0,645,Apul,Apul,OG_10523,apul_peve,low,XP_022783415.1,Annotated: Coadhesin,"Mummadisetti et al., 2021",9236,9236,6634,6634,3806,3806,5982,5982,4098,4098,4762,4762,1068,1068,2656,2656,2320,2320,6468,6468,3704,3704,8236,8236,1234,1234,12692,12692,3276,3276,4072,4072,1632,1632,3234,3234,680,680,8070,8070,514,514,3398,3398,3050,3050,1410,1410,4060,4060,2104,2104,1920,1920,350,350,2704,2704,2478,2478,6006,6006,1072,1072,748,748,3556,3556,4966,4966,442,442,1252,1252,2132,2132,2598,2598,1500,1500
Gene:g5735.t1,FUN_037469,1.1999999999999999e-46,162,Apul,Apul,OG_08528,three_way,low,XP_022799127.1,Annotated: Tolloid-Like,"Mummadisetti et al., 2021",98,98,1078,1078,20,20,40,40,58,58,0,0,222,222,150,150,0,0,648,648,84,84,52,52,48,48,164,164,1044,1044,72,72,0,0,20,20,0,0,0,0,72,72,62,62,696,696,248,248,20,20,20,20,40,40,128,128,0,0,12,12,120,120,0,0,174,174,24,24,106,106,12,12,0,0,14,14,98,98,358,358
Gene:g22569,FUN_029014,0,664,Apul,Apul,OG_06384,three_way,low,XP_022810031.1,Annotated: Fibronectin,"Mummadisetti et al., 2021",1218,1218,1418,1418,674,674,344,344,750,750,850,850,226,226,244,244,318,318,670,670,998,998,630,630,326,326,1184,1184,498,498,430,430,0,0,506,506,726,726,1382,1382,352,352,244,244,776,776,312,312,842,842,834,834,1218,1218,170,170,156,156,554,554,2738,2738,476,476,264,264,904,904,1832,1832,260,260,128,128,264,264,622,622,162,162
Gene:g37058,FUN_029013,5.63e-40,147,Apul,Apul,OG_12331,apul_peve,low,XP_022804608.1,Annotated: Fibronectin (Fibronectin-2),"Mummadisetti et al., 2021",1580,1580,2256,2256,1080,1080,2286,2286,1498,1498,1136,1136,356,356,476,476,500,500,1046,1046,1950,1950,3418,3418,404,404,1438,1438,714,714,412,412,196,196,1482,1482,628,628,2280,2280,1084,1084,556,556,638,638,304,304,2164,2164,1118,1118,1658,1658,94,94,1572,1572,892,892,1618,1618,684,684,690,690,1220,1220,1900,1900,356,356,930,930,590,590,1000,1000,342,342
Gene:g7086,FUN_022170,4.44e-135,419,Apul,NA,NA,NA,NA,XP_022804012.1,Annotated: EGF and LamininG-Like (EGF LamG1),"Mummadisetti et al., 2021",2672,2672,2982,2982,1174,1174,1820,1820,864,864,1196,1196,234,234,394,394,210,210,1402,1402,1954,1954,2176,2176,430,430,2282,2282,586,586,378,378,220,220,570,570,108,108,614,614,230,230,428,428,1604,1604,372,372,910,910,852,852,1378,1378,308,308,314,314,920,920,2364,2364,498,498,250,250,1448,1448,2954,2954,372,372,546,546,956,956,966,966,368,368
Gene:g34749,FUN_022170,3.839999999999999e-151,460,Apul,NA,NA,NA,NA,XP_022804012.1,Annotated: EGF and LamininG-Like (EGF LamG2),"Mummadisetti et al., 2021",2672,2672,2982,2982,1174,1174,1820,1820,864,864,1196,1196,234,234,394,394,210,210,1402,1402,1954,1954,2176,2176,430,430,2282,2282,586,586,378,378,220,220,570,570,108,108,614,614,230,230,428,428,1604,1604,372,372,910,910,852,852,1378,1378,308,308,314,314,920,920,2364,2364,498,498,250,250,1448,1448,2954,2954,372,372,546,546,956,956,966,966,368,368
Gene:g2115,FUN_035808,0,687,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Cadherin,"Mummadisetti et al., 2021",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
Gene:g29033.t1,FUN_030682,9.09e-62,197,Apul,Apul,OG_06655,three_way,low,XP_022799914.1,Annotated: Carbonic Anhydrase (STPCA2-1),"Mummadisetti et al., 2021",32,32,60,60,0,0,184,184,394,394,0,0,22,22,0,0,50,50,0,0,0,0,282,282,60,60,0,0,16,16,24,24,170,170,20,20,0,0,40,40,16,16,18,18,0,0,0,0,78,78,0,0,0,0,16,16,44,44,0,0,18,18,24,24,14,14,22,22,0,0,0,0,768,768,20,20,92,92,204,204
Gene:g27814,FUN_001809,6.37e-64,205,Apul,Apul,OG_13877,apul_ptua,low,XP_022801359.1,Annotated: carbonic anhydrase (STPCA2-2),"Mummadisetti et al., 2021",16,16,0,0,128,128,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene:g29034.t1,FUN_030682,1.2399999999999998e-55,180,Apul,Apul,OG_06655,three_way,low,XP_022799914.1,Annotated: CarbonicAnhyrase,"Mummadisetti et al., 2021",32,32,60,60,0,0,184,184,394,394,0,0,22,22,0,0,50,50,0,0,0,0,282,282,60,60,0,0,16,16,24,24,170,170,20,20,0,0,40,40,16,16,18,18,0,0,0,0,78,78,0,0,0,0,16,16,44,44,0,0,18,18,24,24,14,14,22,22,0,0,0,0,768,768,20,20,92,92,204,204
Gene:g11190,FUN_012010,1.32e-26,102,Apul,Apul,OG_14257,apul_ptua,low,XP_022783323.1,Annotated: USOMP12,"Mummadisetti et al., 2021",78,78,124,124,238,238,86,86,158,158,42,42,56,56,62,62,54,54,32,32,130,130,42,42,38,38,46,46,32,32,80,80,134,134,84,84,30,30,26,26,142,142,194,194,116,116,14,14,82,82,52,52,44,44,0,0,140,140,90,90,56,56,18,18,56,56,276,276,354,354,72,72,80,80,158,158,170,170,0,0
Gene:g30385.t1,FUN_034203,0,843,Apul,Apul,OG_12722,apul_peve,medium,XP_022780049.1,Annotated: USOMPS13,"Mummadisetti et al., 2021",6722,6722,6538,6538,9426,9426,10080,10080,3546,3546,2896,2896,3790,3790,7214,7214,3124,3124,3612,3612,5646,5646,7258,7258,4862,4862,5304,5304,5218,5218,3184,3184,1618,1618,3110,3110,3958,3958,10226,10226,6124,6124,6848,6848,10150,10150,6090,6090,8338,8338,3700,3700,6238,6238,3694,3694,5526,5526,3610,3610,5580,5580,5610,5610,2746,2746,3298,3298,4860,4860,4856,4856,6154,6154,5906,5906,6614,6614,4360,4360
Gene:g38881,FUN_038506,2.0499999999999997e-66,214,Apul,Apul,OG_13091,apul_peve,low,"XP_022790556.1, XP_022790555.1",Annotated: Uncharacterized protein (USOMP14),"Mummadisetti et al., 2021",970,970,1670,1670,760,760,1090,1090,270,270,888,888,292,292,162,162,350,350,576,576,2136,2136,1838,1838,0,0,0,0,0,0,0,0,0,0,794,794,166,166,762,762,286,286,512,512,762,762,82,82,498,498,902,902,878,878,96,96,830,830,940,940,2322,2322,680,680,0,0,0,0,0,0,0,0,398,398,412,412,348,348,374,374
Gene:g9094,FUN_002435,0,777,Apul,Apul,OG_13910,apul_ptua,high,"XP_022795459.1, XP_022777933.1",Annotated: Actin,"Mummadisetti et al., 2021",33750,33750,56636,56636,65576,65576,102268,102268,68028,68028,30232,30232,58314,58314,35566,35566,43664,43664,67014,67014,50482,50482,72046,72046,72228,72228,46144,46144,76336,76336,69222,69222,36730,36730,42100,42100,50146,50146,124530,124530,88704,88704,22858,22858,100842,100842,74626,74626,120668,120668,45260,45260,65394,65394,47850,47850,72336,72336,36332,36332,41214,41214,105760,105760,76844,76844,50420,50420,62444,62444,61690,61690,79872,79872,61520,61520,65180,65180,81256,81256
Gene:g15955,FUN_037812,0,1133,Apul,Apul,OG_08639,three_way,medium,XP_022794736.1,Annotated: MAM and LDL receptor-containing protein (MAM LDL-2),"Mummadisetti et al., 2021",21846,21846,24528,24528,8966,8966,12508,12508,8392,8392,22646,22646,2514,2514,2618,2618,1296,1296,7114,7114,15616,15616,17310,17310,2470,2470,23290,23290,6204,6204,3292,3292,2442,2442,19584,19584,3534,3534,11756,11756,6120,6120,6010,6010,6396,6396,3650,3650,17436,17436,9816,9816,17700,17700,4328,4328,7364,7364,6060,6060,18602,18602,5460,5460,4298,4298,14024,14024,24896,24896,8790,8790,6652,6652,4358,4358,9336,9336,4232,4232
Gene:g2829,FUN_002671,1.4100000000000001e-73,244,Apul,Apul,OG_10522,apul_peve,low,"XP_022783414.1, XP_022783413.1, XP_022783414.1",Annotated: Thrombospondin-like protein (Thrombospondin),"Mummadisetti et al., 2021",14,14,8,8,34,34,0,0,62,62,0,0,0,0,18,18,0,0,0,0,6,6,32,32,24,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,138,138,0,0,0,0,0,0,0,0,0,0,24,24,0,0,44,44,34,34,0,0,0,0
Gene:g907,FUN_008908,1.3199999999999998e-153,437,Apul,Apul,OG_02317,three_way,medium,XP_022806326.1,Annotated: Zona Pellucida (ZP domain-containing),"Mummadisetti et al., 2021",16360,16360,26064,26064,16264,16264,11220,11220,12824,12824,13566,13566,6648,6648,7006,7006,24254,24254,23656,23656,12596,12596,6888,6888,11336,11336,18956,18956,18582,18582,10962,10962,14154,14154,11554,11554,4920,4920,11710,11710,5958,5958,5292,5292,20716,20716,5102,5102,16338,16338,15634,15634,15574,15574,3612,3612,3742,3742,8914,8914,18024,18024,8230,8230,7626,7626,12756,12756,19010,19010,2310,2310,1788,1788,8432,8432,7812,7812,8490,8490
Gene:g39770,FUN_006162,3.72e-66,211,Apul,Apul,OG_01486,three_way,low,XP_022795871.1,Annotated: Kielin-Like,"Mummadisetti et al., 2021",6866,6866,3310,3310,2372,2372,11186,11186,12122,12122,4760,4760,1922,1922,1574,1574,5824,5824,7620,7620,1158,1158,13650,13650,2230,2230,8574,8574,1078,1078,3192,3192,1220,1220,5294,5294,534,534,15416,15416,2636,2636,3138,3138,1304,1304,8914,8914,13066,13066,1040,1040,932,932,992,992,5178,5178,1270,1270,3688,3688,2398,2398,1578,1578,1922,1922,2088,2088,1814,1814,6060,6060,1006,1006,4502,4502,4854,4854
Gene:g15294.t1,FUN_004094,0,1025,Apul,Apul,OG_00843,three_way,low,XP_022779720.1,Annotated: Vitellogenin,"Mummadisetti et al., 2021",26008,26008,23124,23124,44312,44312,22490,22490,82606,82606,8404,8404,10670,10670,6822,6822,27084,27084,10618,10618,12588,12588,25954,25954,15654,15654,37384,37384,24986,24986,30004,30004,32006,32006,11866,11866,15218,15218,50234,50234,54352,54352,6632,6632,22296,22296,20416,20416,182414,182414,30556,30556,42362,42362,8500,8500,28354,28354,10196,10196,31774,31774,39168,39168,23746,23746,10126,10126,24132,24132,6886,6886,13560,13560,7274,7274,4396,4396,19592,19592
AAD11470.1,FUN_008707,0,2540,Apul,Apul,OG_02260,three_way,medium,XP_022803851.1,L-type calcium channel alpha-1 subunit,"Zoccola et al., 1999",2644,2644,2290,2290,810,810,800,800,1482,1482,634,634,610,610,576,576,1340,1340,958,958,850,850,434,434,526,526,848,848,556,556,604,604,832,832,584,584,180,180,240,240,922,922,746,746,464,464,874,874,730,730,530,530,898,898,3662,3662,1002,1002,366,366,1132,1132,1192,1192,734,734,584,584,998,998,1070,1070,3204,3204,534,534,472,472,2072,2072
AGG36361.1,FUN_035808,0,1703,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protoacadherin (PC4),"Drake et al., 2013",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
EU532164.1,FUN_001808,7.68e-65,206,Apul,Apul,OG_10472,apul_peve,low,XP_022799914.1,carbonic anhydrase 2,"Bertucci et al., 2011",20,20,0,0,210,210,186,186,32,32,0,0,0,0,0,0,0,0,10,10,0,0,6,6,30,30,36,36,0,0,18,18,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,6,6,0,0,10,10,0,0,0,0,0,0,8,8,0,0,22,22,0,0,0,0,0,0,32,32,0,0
MG182344.1,FUN_031565,0,1856,Apul,Apul,OG_06754,three_way,high, XP_022792788.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018",1660,1660,1314,1314,374,374,910,910,340,340,482,482,200,200,184,184,358,358,600,600,824,824,490,490,328,328,940,940,190,190,170,170,460,460,402,402,92,92,584,584,326,326,644,644,470,470,190,190,648,648,508,508,652,652,242,242,292,292,442,442,926,926,380,380,118,118,666,666,1192,1192,130,130,396,396,296,296,400,400,186,186
MG182345.1,FUN_038933,0,1252,Apul,Apul,OG_09106,three_way,high,XP_022784107.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018",2138,2138,1050,1050,526,526,1790,1790,552,552,1022,1022,216,216,822,822,308,308,1660,1660,1140,1140,1160,1160,300,300,1626,1626,494,494,198,198,174,174,476,476,158,158,1614,1614,362,362,812,812,1072,1072,272,272,896,896,480,480,754,754,304,304,194,194,726,726,1190,1190,154,154,132,132,1106,1106,1618,1618,166,166,378,378,636,636,966,966,214,214
XP_022781731.1,FUN_038814,0,756,Apul,Apul,OG_15334,apul_ptua,medium,XP_022781731.1,sodium-independent sulfate anion transporter-like 2C transcript variant X1,"Zoccola et al., 2015",752,752,1244,1244,996,996,784,784,512,512,546,546,396,396,442,442,410,410,986,986,1660,1660,932,932,614,614,930,930,534,534,322,322,166,166,636,636,556,556,924,924,486,486,640,640,1724,1724,536,536,1564,1564,650,650,1490,1490,268,268,612,612,818,818,1870,1870,706,706,346,346,892,892,2408,2408,488,488,494,494,868,868,1340,1340,432,432
XP_022783031.1,FUN_029760,0,1256,Apul,Apul,OG_06610,three_way,high,XP_022783031.1,sodium bicarbonate transporter-like protein 11,"Zoccola et al., 2015",558,558,608,608,776,776,492,492,258,258,218,218,140,140,64,64,72,72,218,218,490,490,322,322,156,156,654,654,136,136,118,118,286,286,200,200,130,130,290,290,176,176,526,526,402,402,150,150,660,660,396,396,534,534,528,528,92,92,170,170,444,444,32,32,284,284,746,746,1000,1000,204,204,184,184,246,246,276,276,84,84
XP_022788270.1,FUN_017765,0,1776,Apul,Apul,OG_04243,three_way,medium,XP_022788270.1,band 3 anion transport protein-like,"Zoccola et al., 2015",1630,1630,1854,1854,1478,1478,698,698,516,516,744,744,482,482,312,312,244,244,674,674,1844,1844,1122,1122,372,372,890,890,832,832,284,284,172,172,1080,1080,472,472,510,510,384,384,580,580,1672,1672,382,382,1306,1306,1326,1326,1884,1884,472,472,694,694,920,920,1268,1268,670,670,440,440,1034,1034,2278,2278,298,298,476,476,1158,1158,880,880,664,664
XP_022791567.1,FUN_028493,0,902,Apul,Apul,OG_14889,apul_ptua,medium,XP_022791567.1,anion exchange protein 2-like,"Zoccola et al., 2015",30,30,36,36,52,52,60,60,12,12,0,0,0,0,0,0,0,0,0,0,34,34,0,0,6,6,34,34,34,34,0,0,0,0,0,0,0,0,0,0,22,22,26,26,10,10,16,16,8,8,18,18,34,34,0,0,0,0,6,6,0,0,0,0,8,8,48,48,46,46,56,56,0,0,20,20,46,46,0,0
XP_022800320.1,FUN_006613,0,1105,Apul,Apul,OG_01579,three_way,medium,XP_022800320.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015",64,64,84,84,30,30,18,18,20,20,46,46,0,0,0,0,20,20,80,80,60,60,62,62,20,20,82,82,0,0,0,0,0,0,42,42,0,0,24,24,0,0,38,38,98,98,40,40,28,28,54,54,44,44,0,0,8,8,48,48,74,74,0,0,0,0,106,106,108,108,0,0,0,0,46,46,34,34,0,0
XP_022800329.1,FUN_006613,0,1104,Apul,Apul,OG_01579,three_way,medium,XP_022800329.1,sulfate anion transporter 1-like isoform X2,"Zoccola et al., 2015",64,64,84,84,30,30,18,18,20,20,46,46,0,0,0,0,20,20,80,80,60,60,62,62,20,20,82,82,0,0,0,0,0,0,42,42,0,0,24,24,0,0,38,38,98,98,40,40,28,28,54,54,44,44,0,0,8,8,48,48,74,74,0,0,0,0,106,106,108,108,0,0,0,0,46,46,34,34,0,0
XP_022800339.1,FUN_006038,0,928,Apul,Apul,OG_01475,three_way,medium,XP_022800339.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015",2026,2026,2726,2726,1338,1338,714,714,360,360,1262,1262,816,816,354,354,242,242,1188,1188,3138,3138,336,336,450,450,2066,2066,742,742,402,402,138,138,646,646,396,396,798,798,734,734,568,568,3020,3020,400,400,3078,3078,638,638,2200,2200,132,132,204,204,1182,1182,3040,3040,1032,1032,362,362,2208,2208,4582,4582,306,306,72,72,1124,1124,3030,3030,378,378
XP_022801463.1,FUN_034420,0,1649,Apul,Apul,OG_07641,three_way,medium,XP_022801463.1,sodium bicarbonate cotransporter 3-like isoform X2,"Zoccola et al., 2015",5512,5512,5306,5306,2402,2402,3752,3752,2326,2326,3598,3598,930,930,1004,1004,1950,1950,5302,5302,3540,3540,2938,2938,1320,1320,5452,5452,3322,3322,3128,3128,900,900,1702,1702,612,612,4128,4128,460,460,2206,2206,3592,3592,1324,1324,3628,3628,2528,2528,2400,2400,1728,1728,1388,1388,2204,2204,8306,8306,1104,1104,506,506,3554,3554,4620,4620,618,618,1186,1186,1242,1242,1646,1646,2572,2572
