# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/05-Apul-lncRNA/lncRNAs.gtf" "-o" "../output/05-Apul-lncRNA/counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/1A10.sorted.bam" "../data/1A12.sorted.bam" "../data/1A1.sorted.bam" "../data/1A2.sorted.bam" "../data/1A8.sorted.bam" "../data/1A9.sorted.bam" "../data/1B10.sorted.bam" "../data/1B1.sorted.bam" "../data/1B2.sorted.bam" "../data/1B5.sorted.bam" "../data/1B9.sorted.bam" "../data/1C10.sorted.bam" "../data/1C4.sorted.bam" "../data/1D10.sorted.bam" "../data/1D3.sorted.bam" "../data/1D4.sorted.bam" "../data/1D6.sorted.bam" "../data/1D8.sorted.bam" "../data/1D9.sorted.bam" "../data/1E1.sorted.bam" "../data/1E3.sorted.bam" "../data/1E5.sorted.bam" "../data/1E9.sorted.bam" "../data/1F11.sorted.bam" "../data/1F4.sorted.bam" "../data/1F8.sorted.bam" "../data/1G5.sorted.bam" "../data/1H11.sorted.bam" "../data/1H12.sorted.bam" "../data/1H6.sorted.bam" "../data/1H7.sorted.bam" "../data/1H8.sorted.bam" "../data/2B2.sorted.bam" "../data/2B3.sorted.bam" "../data/2C1.sorted.bam" "../data/2C2.sorted.bam" "../data/2D2.sorted.bam" "../data/2E2.sorted.bam" "../data/2F1.sorted.bam" "../data/2G1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/1A10.sorted.bam	../data/1A12.sorted.bam	../data/1A1.sorted.bam	../data/1A2.sorted.bam	../data/1A8.sorted.bam	../data/1A9.sorted.bam	../data/1B10.sorted.bam	../data/1B1.sorted.bam	../data/1B2.sorted.bam	../data/1B5.sorted.bam	../data/1B9.sorted.bam	../data/1C10.sorted.bam	../data/1C4.sorted.bam	../data/1D10.sorted.bam	../data/1D3.sorted.bam	../data/1D4.sorted.bam	../data/1D6.sorted.bam	../data/1D8.sorted.bam	../data/1D9.sorted.bam	../data/1E1.sorted.bam	../data/1E3.sorted.bam	../data/1E5.sorted.bam	../data/1E9.sorted.bam	../data/1F11.sorted.bam	../data/1F4.sorted.bam	../data/1F8.sorted.bam	../data/1G5.sorted.bam	../data/1H11.sorted.bam	../data/1H12.sorted.bam	../data/1H6.sorted.bam	../data/1H7.sorted.bam	../data/1H8.sorted.bam	../data/2B2.sorted.bam	../data/2B3.sorted.bam	../data/2C1.sorted.bam	../data/2C2.sorted.bam	../data/2D2.sorted.bam	../data/2E2.sorted.bam	../data/2F1.sorted.bam	../data/2G1.sorted.bam
lncRNA_19215	ptg000026l	1049300	1049657	+	358	4	0	0	3	1	4	1	1	0	2	6	0	2	2	4	0	0	0	0	1	0	1	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1
lncRNA_19216	ptg000026l	1067313	1068013	+	701	0	2	122	6	0	6	18	24	0	0	0	10	10	0	4	0	12	6	0	83	0	0	0	13	14	0	74	2	3	0	6	4	34	0	0	14	7	0	0	8
lncRNA_19217	ptg000026l	1070625	1071291	+	667	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_19218	ptg000026l	1124317	1124766	+	450	4	6	111	0	0	4	0	15	2	0	0	8	7	16	8	4	0	6	0	65	8	1	0	20	22	4	58	6	0	4	1	2	26	0	0	31	42	0	0	4
lncRNA_19219	ptg000026l	1143243	1143481	+	239	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_19220	ptg000026l	1150726	1151201	+	476	0	8	54	1	5	5	2	2	0	0	0	12	6	0	0	0	0	0	20	0	0	0	0	1	11	0	85	8	0	0	2	4	16	0	0	4	74	0	0	0
lncRNA_19221	ptg000026l	1152444	1152729	+	286	3	0	0	5	0	4	0	8	0	0	2	0	6	4	0	0	2	0	0	2	1	0	0	0	1	0	8	0	2	0	0	1	8	0	0	0	0	0	8	0
lncRNA_19222	ptg000026l	1153392	1153608	+	217	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0
lncRNA_19223	ptg000026l	1154365	1154864	+	500	6	4	16	0	0	0	2	2	8	0	0	16	3	0	0	13	0	0	0	14	0	0	17	0	2	0	7	4	0	0	2	0	17	0	0	0	79	4	0	2
lncRNA_19224	ptg000026l	1164137	1165631	+	1495	16	3	46	0	0	0	0	2	0	0	24	10	2	8	0	0	0	0	0	8	134	0	0	249	0	0	3	3	0	0	0	0	21	0	0	0	0	0	7	0
lncRNA_19225	ptg000026l	1165930	1166266	+	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	19	0	0	34	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
lncRNA_19226	ptg000026l	1166961	1167346	+	386	3	3	7	0	3	0	19	0	6	0	0	1	2	0	3	43	0	4	0	1	0	0	13	1	4	0	6	3	9	0	0	4	1	0	0	3	25	0	0	1
lncRNA_19227	ptg000026l	1176294	1177262	+	969	0	16	153	6	0	24	0	6	0	0	0	38	10	10	8	21	6	31	0	132	4	0	22	10	32	0	180	16	2	0	24	16	34	0	8	32	66	19	0	10
lncRNA_19228	ptg000026l	1268886	1269215	+	330	0	4	50	0	0	4	2	2	0	0	0	8	17	4	2	0	0	0	0	37	10	0	0	15	12	0	40	4	0	0	10	0	47	6	0	4	10	0	0	8
lncRNA_19229	ptg000026l	1434754	1435019	+	266	0	0	0	2	0	0	1	0	2	3	8	0	2	0	0	2	2	2	9	0	2	0	8	0	0	0	4	0	0	0	0	2	2	1	0	0	0	0	0	4
lncRNA_19230	ptg000026l	1452497	1453562	+	1066	0	0	2	62	0	176	0	2	0	77	0	0	0	0	6	0	96	0	402	0	0	0	0	0	0	0	117	0	0	0	50	0	0	9	30	0	0	0	0	0
lncRNA_19231	ptg000026l	1460922	1461217	+	296	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	6	0	6	0	0	0	0	4	18	0	0	6	18	0	0	0
lncRNA_19232	ptg000026l	1475201	1475509	+	309	28	0	1	0	0	14	5	10	11	6	4	0	5	23	8	10	3	10	0	2	2	1	11	2	7	12	17	0	1	12	24	22	2	1	0	0	0	0	0	5
lncRNA_19233	ptg000026l	1490518	1491812	+	1295	5	0	136	6	4	15	10	11	2	4	0	28	91	3	0	0	11	5	0	91	3	0	0	7	16	5	253	0	25	5	36	11	34	0	0	37	52	32	0	8
lncRNA_19234	ptg000026l	1494647	1495503	+	857	8	10	49	0	0	4	0	10	0	0	0	4	0	0	8	0	0	16	0	26	0	0	0	0	8	0	19	10	0	0	6	1	29	0	0	0	18	0	0	0
lncRNA_19235	ptg000026l	1496934	1497391	+	458	0	4	63	0	0	0	1	2	0	0	0	7	13	0	5	0	0	0	0	17	2	0	0	4	5	0	33	4	4	0	6	0	24	0	0	0	54	1	0	4
lncRNA_19236	ptg000026l	1526302	1526751	+	450	0	0	34	0	0	0	1	3	2	0	0	45	17	0	1	0	8	2	0	13	2	2	1	3	4	0	44	0	4	0	10	0	7	0	4	2	23	0	0	4
lncRNA_19237	ptg000026l	1548771	1548990	+	220	0	2	19	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	9	2	0	0	3	0	10	0	0	7	0	0	0	0
lncRNA_19238	ptg000026l	1574514	1574843	+	330	0	0	0	0	0	0	22	0	0	0	0	8	26	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	14	0	1	0	7	0	0	0	0
lncRNA_19239	ptg000026l	1613329	1613701	+	373	0	0	27	20	4	0	8	6	0	0	7	8	4	0	8	0	2	6	0	34	6	0	0	0	3	0	12	0	0	0	4	0	12	0	0	2	18	21	0	0
lncRNA_19240	ptg000026l	1618117	1618727	+	611	0	2	124	6	0	0	0	2	0	0	0	16	4	0	0	0	0	0	8	66	6	0	0	18	6	0	51	2	0	0	6	6	28	0	0	8	61	12	0	0
lncRNA_19241	ptg000026l	1679159	1679594	+	436	0	16	189	0	4	11	0	20	0	0	6	30	9	48	16	0	2	2	0	163	18	0	0	8	2	12	47	16	0	12	22	32	68	0	0	6	47	18	1	2
lncRNA_19242	ptg000026l	1682592	1683268	+	677	8	0	245	0	0	0	0	11	6	0	26	97	18	41	2	0	2	0	2	136	36	3	0	10	19	26	15	0	31	26	4	12	86	0	0	12	22	52	0	2
lncRNA_19243	ptg000026l	1697023	1697230	+	208	0	6	3	0	3	4	0	6	3	3	0	0	12	0	0	0	0	0	0	0	0	0	0	2	1	0	0	6	0	0	0	0	0	5	0	0	0	0	0	8
lncRNA_19244	ptg000026l	1702311	1703150	+	840	0	11	130	29	3	17	25	7	13	7	8	38	28	13	2	0	20	20	0	59	17	8	2	43	51	4	91	11	2	4	28	13	66	5	0	9	140	0	8	13
lncRNA_19245	ptg000026l	1715635	1716032	+	398	0	14	21	0	2	0	2	19	4	1	0	2	0	9	0	0	3	1	0	9	0	0	0	2	1	10	2	14	1	10	5	2	17	0	0	2	20	0	0	3
lncRNA_19246	ptg000026l	1718084	1719775	+	1692	45	41	30	71	103	16	290	16	36	97	135	47	110	78	58	92	10	12	168	93	41	68	271	55	61	45	28	41	59	45	12	83	172	78	22	38	70	11	103	20
lncRNA_19247	ptg000026l	1738224	1739026	+	803	0	1	65	1	1	4	11	1	0	4	0	18	7	4	0	0	0	6	2	3	0	0	7	16	18	4	1	1	3	4	6	3	0	0	0	11	40	0	0	6
lncRNA_19248	ptg000026l	1739899	1741403	+	1505	0	0	84	0	0	12	18	16	2	0	0	26	32	2	0	8	0	12	0	28	1	2	50	7	12	0	124	0	0	0	36	4	10	0	24	24	263	0	0	10
lncRNA_19249	ptg000026l	1742278	1743374	+	1097	28	2	186	22	4	26	0	26	4	2	30	24	9	32	8	8	16	10	0	244	16	0	0	20	12	0	182	2	4	0	32	25	53	6	0	13	32	0	0	5
lncRNA_19250	ptg000026l	1744181	1744504	+	324	6	0	88	0	0	0	0	10	0	2	0	22	11	0	0	0	0	0	0	18	11	0	0	2	6	0	22	0	0	0	0	0	13	0	0	16	8	0	0	2
lncRNA_19251	ptg000026l	1765044	1765606	+	563	0	8	0	0	0	12	0	41	0	2	0	0	16	0	4	0	6	0	0	0	0	0	0	0	33	0	212	8	0	0	72	0	0	0	0	62	78	0	0	2
lncRNA_19252	ptg000026l	1784606	1784850	+	245	0	0	4	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	1	0	4	0	0	6	1	0	0	2	1	0	0	3	2	0	10	0	0	0	0
lncRNA_19253	ptg000026l	1788063	1788340	+	278	0	0	34	0	0	0	0	0	0	0	0	10	0	5	0	0	2	0	0	26	4	0	8	6	2	0	2	0	2	0	0	0	10	0	0	0	8	0	5	0
lncRNA_19254	ptg000026l	1792901	1795351	+	2451	6	189	53	102	33	506	611	312	29	3381	47	20	582	17	206	376	807	377	706	29	11	524	193	39	75	4	226	189	0	4	318	12	20	1422	94	828	242	0	0	970
lncRNA_19255	ptg000026l	1830500	1830770	+	271	2	1	0	0	0	0	3	0	0	0	3	0	1	1	0	0	0	0	0	1	5	0	1	0	0	14	2	1	0	14	0	0	2	0	0	0	4	0	0	2
lncRNA_19256	ptg000026l	1853301	1853785	+	485	0	0	72	0	0	0	0	1	0	0	0	20	8	1	0	0	0	12	0	18	0	0	0	0	11	0	26	0	0	0	2	0	20	0	0	5	35	8	0	14
lncRNA_19257	ptg000026l	1854714	1855099	+	386	1	2	170	10	0	9	4	7	0	0	0	65	65	0	16	0	2	23	2	67	5	2	0	4	52	2	65	2	0	2	22	2	68	0	0	17	85	30	0	4
lncRNA_19258	ptg000026l	1874066	1874681	+	616	0	7	23	0	0	11	0	0	0	0	0	0	2	0	0	0	0	8	0	14	0	0	0	3	17	0	30	7	0	0	2	8	0	0	4	0	20	0	0	0
lncRNA_19259	ptg000026l	1877505	1878155	+	651	0	2	29	0	0	8	3	7	0	0	0	0	34	9	0	0	5	8	0	2	3	2	0	0	24	0	22	2	0	0	15	0	0	0	0	53	119	0	0	22
lncRNA_19260	ptg000026l	1903013	1903601	+	589	17	20	10	0	11	0	23	25	34	0	0	0	22	18	17	0	9	4	0	5	16	19	0	20	8	7	0	20	1	7	6	16	2	10	0	23	0	0	10	11
lncRNA_19261	ptg000026l	1903837	1904132	+	296	0	10	0	0	0	0	4	4	0	6	0	0	4	1	4	0	5	1	0	0	0	2	2	1	0	0	0	10	0	0	2	1	0	1	0	9	0	0	0	1
lncRNA_19262	ptg000026l	2007968	2008817	+	850	58	42	273	0	0	32	3	18	17	2	27	107	53	11	6	3	14	34	0	119	25	8	20	12	54	0	106	42	2	0	26	4	121	0	4	32	88	13	0	22
lncRNA_19263	ptg000026l	2010953	2012200	+	1248	16	12	442	54	2	54	12	16	3	2	8	48	60	17	1	20	4	13	9	166	19	0	2	26	65	0	164	12	1	0	22	6	60	8	15	89	95	25	5	10
lncRNA_19264	ptg000026l	2013592	2013847	+	256	0	25	1	0	9	2	10	1	0	3	0	0	14	6	0	2	1	19	0	7	1	0	0	9	8	0	12	25	0	0	1	0	0	13	0	13	0	0	0	9
lncRNA_19265	ptg000026l	2015518	2015809	+	292	0	6	60	0	0	0	0	7	0	0	0	40	13	1	2	0	0	4	0	22	0	0	6	12	4	0	1	6	0	0	16	0	0	0	0	0	34	0	0	1
lncRNA_19266	ptg000026l	2047084	2048339	+	1256	0	0	142	3	0	3	10	16	0	0	1	5	49	17	0	29	0	6	11	30	10	0	9	8	42	0	33	0	0	0	20	2	43	0	0	42	116	23	1	21
lncRNA_19267	ptg000026l	2048661	2049153	+	493	0	10	117	2	0	0	4	8	0	0	4	32	22	2	0	0	2	8	0	50	9	0	0	21	24	0	55	10	0	0	7	3	9	0	0	30	96	0	0	4
lncRNA_19268	ptg000026l	2051263	2052179	+	917	2	12	79	0	0	0	0	7	2	0	2	10	8	14	0	0	6	18	0	21	10	2	0	6	48	0	46	12	5	0	12	19	22	0	0	15	52	0	0	20
lncRNA_19269	ptg000026l	2065427	2065820	+	394	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	2
lncRNA_19270	ptg000026l	2178005	2178251	+	247	0	0	26	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	2	2	0	4	0	2	0	20	0	0	0	4	0	0	0	0	2	1	0	0	0
lncRNA_19271	ptg000026l	2178753	2179009	+	257	0	0	32	0	0	2	0	0	4	0	0	4	0	12	0	0	0	0	0	6	2	0	0	7	4	0	3	0	0	0	4	6	8	0	2	1	32	0	0	0
lncRNA_19272	ptg000026l	2255940	2256219	+	280	0	6	0	12	2	7	0	0	0	0	8	0	15	2	4	0	0	6	0	0	0	0	0	6	10	0	8	6	0	0	0	6	0	0	0	4	77	0	0	8
lncRNA_19273	ptg000026l	2351678	2351887	+	210	0	0	0	22	6	34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	24	0	5	0	0	7	0	0	26	0	0	0	0	0
lncRNA_19274	ptg000026l	2424317	2424923	+	607	0	76	0	0	0	0	12	8	0	0	0	0	7	0	0	41	0	6	0	0	0	4	22	0	43	0	0	76	0	0	0	0	0	24	0	31	43	0	0	27
lncRNA_19275	ptg000026l	2425236	2426010	+	775	0	71	0	0	0	0	29	1	0	0	0	0	4	0	0	18	0	10	0	0	2	0	8	0	53	0	0	71	0	0	0	0	0	17	0	9	20	0	0	19
lncRNA_19276	ptg000026l	2507547	2508260	+	714	18	6	60	0	0	0	0	3	0	0	14	15	12	24	0	26	8	17	0	64	6	14	23	9	19	12	32	6	0	12	28	4	75	2	2	9	37	0	6	9
lncRNA_19277	ptg000026l	2593781	2594105	+	325	12	5	108	2	0	9	1	7	0	11	38	9	13	22	42	27	12	7	17	57	2	9	6	16	32	0	78	5	0	0	22	0	47	1	9	25	70	15	85	11
lncRNA_19278	ptg000026l	2600007	2600654	+	648	0	0	54	8	2	8	0	0	2	0	0	2	8	0	0	0	2	0	0	0	0	0	0	4	0	0	75	0	0	0	9	2	0	0	0	0	3	0	0	0
lncRNA_19279	ptg000026l	2660206	2660913	+	708	0	2	16	0	0	0	0	4	0	0	0	2	6	19	0	1	0	24	0	3	0	0	0	8	3	0	22	2	0	0	0	0	15	0	0	4	34	0	0	3
lncRNA_19280	ptg000026l	2662534	2664124	+	1591	4	6	12	7	1	21	2	11	0	3	1	2	45	8	8	2	4	10	0	20	7	3	0	0	19	0	92	6	0	0	7	0	16	4	1	7	55	0	0	4
lncRNA_19281	ptg000026l	2736526	2737066	+	541	0	1	88	2	0	10	7	12	9	4	1	28	13	13	3	1	5	1	0	10	0	0	0	5	17	4	2	1	0	4	13	2	5	2	4	15	98	0	0	5
lncRNA_19282	ptg000026l	2753337	2753716	+	380	0	0	0	0	8	31	0	0	0	0	0	0	4	56	0	0	14	0	0	22	3	5	0	0	0	0	34	0	6	0	15	0	6	3	2	16	0	0	0	0
lncRNA_19283	ptg000026l	2781540	2782571	+	1032	0	14	209	46	0	0	7	6	2	39	42	27	18	12	12	2	10	4	44	46	2	0	10	5	20	8	50	14	0	8	4	4	38	0	0	40	70	22	14	0
lncRNA_19284	ptg000026l	2783270	2783566	+	297	11	0	12	16	1	0	1	0	2	17	20	14	4	20	21	8	0	0	14	13	0	4	0	0	6	0	6	0	4	0	0	6	23	2	1	9	14	12	9	0
lncRNA_19285	ptg000026l	2794142	2794402	+	261	0	0	6	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_19286	ptg000026l	2799887	2801582	+	1696	0	0	142	17	3	0	0	4	4	10	51	46	30	18	39	36	5	7	113	105	2	0	0	0	6	4	97	0	18	4	13	0	66	6	22	37	109	102	37	5
lncRNA_19287	ptg000026l	2804301	2805086	+	786	0	12	342	10	0	0	4	36	0	6	0	88	26	28	4	2	4	5	0	133	12	0	0	22	73	0	127	12	6	0	20	10	132	0	0	24	138	6	20	34
lncRNA_19288	ptg000026l	2821277	2821985	+	709	0	0	10	0	0	0	0	6	0	0	0	4	8	0	0	0	6	0	0	2	2	0	0	0	1	0	20	0	2	0	2	1	1	2	0	5	3	5	2	0
lncRNA_19289	ptg000026l	2832952	2834141	+	1190	25	5	10	0	12	11	19	23	21	30	7	1	10	57	38	14	19	0	3	28	19	7	10	13	2	22	8	5	0	22	31	11	40	44	6	11	0	0	36	0
lncRNA_19290	ptg000026l	2868840	2869412	+	573	0	0	0	2	0	9	0	2	0	0	0	0	1	0	2	0	7	0	0	2	0	2	0	2	0	0	64	0	0	0	18	0	2	0	0	0	0	0	0	0
lncRNA_19291	ptg000026l	2873447	2874045	+	599	0	0	16	8	0	6	0	0	0	4	0	6	5	4	0	0	6	0	0	12	0	6	0	4	4	0	16	0	0	0	9	1	2	0	6	16	38	16	0	2
lncRNA_19292	ptg000026l	2883767	2886538	+	2772	28	10	189	25	4	18	17	14	9	7	0	47	21	30	1	20	13	22	4	121	30	10	4	30	39	6	149	10	0	6	53	0	46	11	10	29	43	8	13	14
lncRNA_19293	ptg000026l	2886744	2888057	+	1314	0	0	45	0	0	2	0	0	0	4	0	4	39	12	0	0	2	2	0	24	6	0	0	4	16	0	53	0	0	0	4	0	12	0	0	23	18	0	2	0
lncRNA_19294	ptg000026l	2888663	2889085	+	423	0	0	16	0	0	1	0	2	0	0	0	6	0	0	0	0	0	2	0	18	0	0	0	6	0	0	2	0	19	0	16	6	12	0	6	0	6	1	0	0
lncRNA_19295	ptg000026l	3087544	3088234	+	691	0	4	47	6	5	6	14	25	2	10	10	15	7	6	14	0	10	0	66	69	3	15	7	31	15	0	132	4	6	0	15	2	36	9	4	40	36	6	0	8
lncRNA_19296	ptg000026l	3138226	3138528	+	303	0	8	14	8	0	5	0	1	4	0	0	0	4	0	0	0	0	0	0	1	0	0	6	3	6	1	3	8	0	1	0	0	0	0	0	6	1	0	0	0
lncRNA_19297	ptg000026l	3172487	3172833	+	347	4	0	32	8	0	0	0	8	0	0	7	2	14	2	0	0	0	6	0	5	0	0	0	3	18	0	97	0	0	0	16	0	10	0	0	6	18	0	0	0
lncRNA_19298	ptg000026l	3181334	3181599	+	266	12	9	2	3	4	3	8	6	0	11	0	4	13	2	0	0	2	25	0	0	0	2	0	2	17	16	7	9	4	16	0	1	0	13	3	15	0	0	0	6
lncRNA_19299	ptg000026l	3279517	3279775	+	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_19300	ptg000026l	3282468	3283254	+	787	4	11	154	26	0	20	7	14	0	6	13	33	41	22	19	40	24	1	156	76	8	9	17	30	8	6	99	11	11	6	22	0	42	4	13	26	32	20	22	13
lncRNA_19301	ptg000026l	3377063	3377397	+	335	6	19	8	0	0	0	56	30	19	0	61	3	0	24	3	20	1	8	0	43	21	0	50	8	21	7	2	19	0	7	2	1	17	0	0	0	0	0	20	7
lncRNA_19302	ptg000026l	3616135	3616729	+	595	4	38	1	44	30	35	107	11	3	29	35	2	4	33	0	53	39	34	73	76	37	0	6	6	108	29	40	38	10	29	39	2	10	6	28	8	16	43	1	24
lncRNA_19303	ptg000026l	3738664	3738958	+	295	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_19304	ptg000026l	3739369	3739688	+	320	2	0	47	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	9	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
lncRNA_19305	ptg000026l	3761278	3761986	+	709	0	7	4	0	2	6	6	6	23	1	0	2	0	2	1	6	0	3	0	0	4	6	1	8	6	0	5	7	0	0	0	0	5	18	2	14	14	0	0	3
lncRNA_19306	ptg000026l	3880649	3881095	+	447	0	3	10	6	2	0	2	6	8	2	0	16	0	12	1	2	2	2	30	6	0	0	0	3	7	8	0	3	0	8	8	0	24	0	2	0	28	0	0	0
lncRNA_19307	ptg000026l	3894153	3894367	+	215	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
lncRNA_19308	ptg000026l	3923014	3923261	+	248	47	1	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	10	8	0	0	0	0	14	0	1	0	14	0	0	18	0	0	0	0	0	27	0
lncRNA_19309	ptg000026l	3997991	3998253	+	263	7	0	5	1	2	1	4	0	0	3	13	0	1	2	2	7	0	5	0	0	3	3	1	7	0	4	1	0	3	4	0	0	2	1	1	2	0	1	0	2
lncRNA_19310	ptg000026l	4004873	4005421	+	549	16	26	80	0	0	22	2	14	5	4	8	24	31	26	23	0	8	6	0	32	12	1	0	9	34	10	146	26	0	10	4	4	84	3	1	28	64	0	0	16
lncRNA_19311	ptg000026l	4223336	4224074	+	739	18	0	60	0	0	6	0	8	0	0	0	4	13	0	2	0	0	2	0	10	0	0	0	0	4	0	107	0	0	0	6	12	13	0	0	2	14	36	12	0
lncRNA_19312	ptg000026l	4318588	4320116	+	1529	2	4	11	1	0	6	10	0	0	4	0	10	26	0	0	22	0	0	0	5	0	0	1	0	0	0	90	4	0	0	23	0	0	0	8	49	59	0	0	0
lncRNA_19313	ptg000026l	4381483	4382901	+	1419	8	0	0	38	183	78	0	50	0	21	8	0	16	37	37	0	26	0	12	15	10	43	0	0	0	12	113	0	96	12	19	41	4	78	28	54	0	0	0	0
lncRNA_19314	ptg000026l	4383547	4383843	+	297	0	0	0	0	32	9	0	0	0	0	2	4	6	12	0	0	7	0	4	0	11	5	0	0	0	0	19	0	4	0	4	6	0	36	0	31	0	0	0	0
lncRNA_19315	ptg000026l	4421080	4421816	+	737	2	1	72	25	0	4	0	7	10	0	6	44	7	2	1	0	2	8	0	11	13	5	6	1	5	0	16	1	2	0	3	0	20	0	0	9	116	94	10	10
lncRNA_19316	ptg000026l	4456393	4457448	+	1056	0	10	184	6	10	18	0	18	7	21	12	34	31	20	2	4	2	26	0	11	29	0	0	20	9	6	97	10	0	6	14	0	50	8	0	24	54	0	27	12
lncRNA_19317	ptg000026l	4522230	4522608	+	379	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4	0	4	0	0	3	6	0	0	0	0	12	0	0	0	0	0	1
lncRNA_19318	ptg000026l	4544239	4545383	+	1145	0	8	43	0	2	2	0	22	8	5	38	23	46	49	4	1	10	0	0	20	24	17	24	2	24	0	85	8	4	0	8	9	34	7	21	26	72	6	39	5
lncRNA_19319	ptg000026l	4547640	4548275	+	636	0	11	227	26	0	5	10	24	43	59	56	90	37	2	38	29	2	51	136	81	14	10	41	6	22	30	91	11	10	30	6	26	74	3	60	20	117	65	129	6
lncRNA_19320	ptg000026l	4731730	4732346	+	617	1	0	301	12	2	18	2	17	0	0	2	70	6	0	21	0	0	4	0	49	19	5	0	9	49	0	93	0	10	0	20	0	93	2	4	22	203	2	33	5
lncRNA_19321	ptg000026l	4749879	4750258	+	380	0	0	2	0	0	0	0	0	1	3	0	10	0	0	0	0	0	6	0	6	4	0	0	2	2	0	33	0	0	0	4	0	10	2	0	4	44	0	0	4
lncRNA_19322	ptg000026l	4759588	4760419	+	832	41	16	32	0	13	16	10	3	7	0	14	6	25	3	0	0	2	10	10	24	27	6	2	13	25	6	56	16	0	6	2	44	8	14	0	32	1	0	2	1
lncRNA_19323	ptg000026l	4773989	4774228	+	240	14	1	3	115	0	28	2	6	12	7	10	9	0	4	4	5	4	35	0	10	1	0	16	2	4	2	8	1	18	2	0	2	26	0	45	1	19	8	23	0
lncRNA_19324	ptg000026l	4776673	4777056	+	384	0	8	0	14	10	6	0	0	0	0	0	0	0	0	0	1	1	6	0	0	5	0	0	4	0	0	4	8	0	0	0	4	0	6	0	0	0	0	9	13
lncRNA_19325	ptg000026l	4784854	4785511	+	658	0	2	71	0	0	2	2	0	2	0	0	31	9	0	5	2	0	8	0	3	0	2	8	8	2	0	13	2	0	0	1	4	3	0	0	9	24	0	0	0
lncRNA_19326	ptg000026l	4801248	4801587	+	340	14	2	133	29	4	3	3	2	2	14	46	43	43	1	9	17	0	0	12	25	11	6	19	4	28	18	44	2	4	18	4	13	24	3	14	21	186	54	109	1
lncRNA_19327	ptg000026l	4824063	4824266	+	204	11	0	0	0	3	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
lncRNA_19328	ptg000026l	4869251	4870160	+	910	1	30	0	0	15	4	2	0	0	0	0	1	0	1	0	0	0	27	0	6	0	0	5	4	29	0	27	30	0	0	0	1	1	14	0	29	0	0	0	2
lncRNA_19329	ptg000026l	4873922	4874339	+	418	1	14	0	0	7	4	13	9	0	2	0	0	0	12	0	12	7	12	6	0	2	0	3	4	28	0	10	14	0	0	15	17	0	6	0	10	2	0	0	18
lncRNA_19330	ptg000026l	4874984	4875279	+	296	3	12	0	0	2	8	20	10	3	0	0	0	10	4	0	0	0	12	0	4	10	6	7	4	8	2	25	12	7	2	0	4	0	14	0	4	0	0	0	14
lncRNA_19331	ptg000026l	4877353	4877631	+	279	0	0	0	0	2	5	0	3	2	9	0	0	5	1	0	7	6	4	10	1	1	3	0	2	4	0	4	0	4	0	5	0	0	5	1	5	4	0	0	10
