gene_id,species,group_id,type,conservation_level
Peve_00015824,Peve,OG_10794,apul_peve,low
FUN_006691-T1,Apul,OG_10795,apul_peve,low
Peve_00029049,Peve,OG_10795,apul_peve,low
FUN_006701-T1,Apul,OG_10796,apul_peve,low
Peve_00029056,Peve,OG_10796,apul_peve,low
FUN_006718-T1,Apul,OG_10797,apul_peve,low
Peve_00022744,Peve,OG_10797,apul_peve,low
FUN_006719-T1,Apul,OG_10798,apul_peve,medium
Peve_00039548,Peve,OG_10798,apul_peve,medium
FUN_006762-T1,Apul,OG_10799,apul_peve,medium
Peve_00029278,Peve,OG_10799,apul_peve,medium
FUN_006791-T1,Apul,OG_10800,apul_peve,low
Peve_00013587,Peve,OG_10800,apul_peve,low
FUN_006797-T1,Apul,OG_10801,apul_peve,medium
Peve_00019181,Peve,OG_10801,apul_peve,medium
FUN_006801-T1,Apul,OG_10802,apul_peve,medium
Peve_00019093,Peve,OG_10802,apul_peve,medium
FUN_006804-T1,Apul,OG_10803,apul_peve,medium
Peve_00023737,Peve,OG_10803,apul_peve,medium
FUN_006825-T1,Apul,OG_10804,apul_peve,low
Peve_00023769,Peve,OG_10804,apul_peve,low
FUN_006833-T1,Apul,OG_10805,apul_peve,low
Peve_00044902,Peve,OG_10805,apul_peve,low
FUN_006842-T1,Apul,OG_10806,apul_peve,low
Peve_00023778,Peve,OG_10806,apul_peve,low
FUN_006850-T1,Apul,OG_10807,apul_peve,low
Peve_00012333,Peve,OG_10807,apul_peve,low
FUN_006863-T2,Apul,OG_10808,apul_peve,medium
Peve_00029678,Peve,OG_10808,apul_peve,medium
FUN_006866-T1,Apul,OG_10809,apul_peve,low
Peve_00039243,Peve,OG_10809,apul_peve,low
FUN_006883-T1,Apul,OG_10810,apul_peve,medium
Peve_00039242,Peve,OG_10810,apul_peve,medium
FUN_006888-T2,Apul,OG_10811,apul_peve,low
Peve_00009908,Peve,OG_10811,apul_peve,low
FUN_006894-T1,Apul,OG_10812,apul_peve,low
Peve_00024779,Peve,OG_10812,apul_peve,low
FUN_006899-T1,Apul,OG_10813,apul_peve,low
Peve_00044407,Peve,OG_10813,apul_peve,low
FUN_006912-T1,Apul,OG_10814,apul_peve,medium
Peve_00000656,Peve,OG_10814,apul_peve,medium
FUN_006915-T1,Apul,OG_10815,apul_peve,low
Peve_00009371,Peve,OG_10815,apul_peve,low
FUN_006919-T1,Apul,OG_10816,apul_peve,medium
Peve_00044399,Peve,OG_10816,apul_peve,medium
FUN_006924-T1,Apul,OG_10817,apul_peve,low
Peve_00044406,Peve,OG_10817,apul_peve,low
FUN_006930-T1,Apul,OG_10818,apul_peve,medium
Peve_00044432,Peve,OG_10818,apul_peve,medium
FUN_006934-T1,Apul,OG_10819,apul_peve,medium
Peve_00001496,Peve,OG_10819,apul_peve,medium
FUN_006964-T1,Apul,OG_10820,apul_peve,low
Peve_00022098,Peve,OG_10820,apul_peve,low
FUN_006972-T1,Apul,OG_10821,apul_peve,low
Peve_00042005,Peve,OG_10821,apul_peve,low
FUN_006979-T1,Apul,OG_10822,apul_peve,high
Peve_00026703,Peve,OG_10822,apul_peve,high
FUN_006994-T1,Apul,OG_10823,apul_peve,low
Peve_00010185,Peve,OG_10823,apul_peve,low
FUN_006996-T1,Apul,OG_10824,apul_peve,medium
Peve_00035636,Peve,OG_10824,apul_peve,medium
FUN_006999-T1,Apul,OG_10825,apul_peve,low
Peve_00029462,Peve,OG_10825,apul_peve,low
FUN_007025-T2,Apul,OG_10826,apul_peve,medium
Peve_00037179,Peve,OG_10826,apul_peve,medium
FUN_007059-T1,Apul,OG_10827,apul_peve,low
Peve_00022321,Peve,OG_10827,apul_peve,low
FUN_007067-T2,Apul,OG_10828,apul_peve,medium
Peve_00008211,Peve,OG_10828,apul_peve,medium
FUN_007071-T1,Apul,OG_10829,apul_peve,low
Peve_00019899,Peve,OG_10829,apul_peve,low
FUN_007074-T2,Apul,OG_10830,apul_peve,medium
Peve_00019896,Peve,OG_10830,apul_peve,medium
FUN_007089-T1,Apul,OG_10831,apul_peve,low
Peve_00024415,Peve,OG_10831,apul_peve,low
FUN_007090-T1,Apul,OG_10832,apul_peve,low
Peve_00033781,Peve,OG_10832,apul_peve,low
FUN_007093-T1,Apul,OG_10833,apul_peve,low
Peve_00019880,Peve,OG_10833,apul_peve,low
FUN_007112-T1,Apul,OG_10834,apul_peve,low
Peve_00042987,Peve,OG_10834,apul_peve,low
FUN_007129-T1,Apul,OG_10835,apul_peve,medium
Peve_00019730,Peve,OG_10835,apul_peve,medium
FUN_007158-T1,Apul,OG_10836,apul_peve,medium
Peve_00028236,Peve,OG_10836,apul_peve,medium
FUN_007159-T1,Apul,OG_10837,apul_peve,medium
Peve_00028235,Peve,OG_10837,apul_peve,medium
FUN_007178-T1,Apul,OG_10838,apul_peve,low
Peve_00029011,Peve,OG_10838,apul_peve,low
FUN_007179-T1,Apul,OG_10839,apul_peve,low
Peve_00009909,Peve,OG_10839,apul_peve,low
FUN_007184-T2,Apul,OG_10840,apul_peve,high
Peve_00040119,Peve,OG_10840,apul_peve,high
FUN_007572-T1,Apul,OG_10841,apul_peve,high
Peve_00029036,Peve,OG_10841,apul_peve,high
FUN_007575-T1,Apul,OG_10842,apul_peve,low
Peve_00039418,Peve,OG_10842,apul_peve,low
FUN_007577-T1,Apul,OG_10843,apul_peve,low
Peve_00042360,Peve,OG_10843,apul_peve,low
FUN_007587-T1,Apul,OG_10844,apul_peve,low
Peve_00027232,Peve,OG_10844,apul_peve,low
FUN_007594-T1,Apul,OG_10845,apul_peve,medium
Peve_00032675,Peve,OG_10845,apul_peve,medium
FUN_007610-T1,Apul,OG_10846,apul_peve,low
Peve_00039714,Peve,OG_10846,apul_peve,low
FUN_007635-T1,Apul,OG_10847,apul_peve,medium
Peve_00022857,Peve,OG_10847,apul_peve,medium
FUN_007655-T1,Apul,OG_10848,apul_peve,low
Peve_00009079,Peve,OG_10848,apul_peve,low
FUN_007671-T1,Apul,OG_10849,apul_peve,low
Peve_00040082,Peve,OG_10849,apul_peve,low
FUN_007676-T1,Apul,OG_10850,apul_peve,low
Peve_00033174,Peve,OG_10850,apul_peve,low
FUN_007698-T1,Apul,OG_10851,apul_peve,low
Peve_00028500,Peve,OG_10851,apul_peve,low
FUN_007711-T1,Apul,OG_10852,apul_peve,low
Peve_00018588,Peve,OG_10852,apul_peve,low
FUN_007712-T1,Apul,OG_10853,apul_peve,medium
Peve_00003328,Peve,OG_10853,apul_peve,medium
FUN_007714-T1,Apul,OG_10854,apul_peve,low
Peve_00023366,Peve,OG_10854,apul_peve,low
FUN_007749-T1,Apul,OG_10855,apul_peve,low
Peve_00041400,Peve,OG_10855,apul_peve,low
FUN_007751-T1,Apul,OG_10856,apul_peve,low
Peve_00033183,Peve,OG_10856,apul_peve,low
FUN_007761-T2,Apul,OG_10857,apul_peve,medium
Peve_00032252,Peve,OG_10857,apul_peve,medium
FUN_007763-T1,Apul,OG_10858,apul_peve,low
Peve_00017224,Peve,OG_10858,apul_peve,low
FUN_007770-T1,Apul,OG_10859,apul_peve,high
Peve_00000578,Peve,OG_10859,apul_peve,high
FUN_007772-T1,Apul,OG_10860,apul_peve,medium
Peve_00032265,Peve,OG_10860,apul_peve,medium
FUN_007777-T1,Apul,OG_10861,apul_peve,low
Peve_00030235,Peve,OG_10861,apul_peve,low
FUN_007792-T1,Apul,OG_10862,apul_peve,low
Peve_00026502,Peve,OG_10862,apul_peve,low
FUN_007813-T1,Apul,OG_10863,apul_peve,medium
Peve_00038751,Peve,OG_10863,apul_peve,medium
FUN_007841-T1,Apul,OG_10864,apul_peve,medium
Peve_00040439,Peve,OG_10864,apul_peve,medium
FUN_007843-T1,Apul,OG_10865,apul_peve,low
Peve_00040458,Peve,OG_10865,apul_peve,low
FUN_007845-T1,Apul,OG_10866,apul_peve,medium
Peve_00007305,Peve,OG_10866,apul_peve,medium
FUN_007853-T1,Apul,OG_10867,apul_peve,low
Peve_00040564,Peve,OG_10867,apul_peve,low
FUN_007870-T1,Apul,OG_10868,apul_peve,medium
Peve_00044454,Peve,OG_10868,apul_peve,medium
FUN_007874-T1,Apul,OG_10869,apul_peve,low
Peve_00009883,Peve,OG_10869,apul_peve,low
FUN_007884-T1,Apul,OG_10870,apul_peve,low
Peve_00009878,Peve,OG_10870,apul_peve,low
FUN_007887-T1,Apul,OG_10871,apul_peve,low
Peve_00009876,Peve,OG_10871,apul_peve,low
FUN_007889-T1,Apul,OG_10872,apul_peve,low
Peve_00020360,Peve,OG_10872,apul_peve,low
FUN_007893-T1,Apul,OG_10873,apul_peve,medium
Peve_00020364,Peve,OG_10873,apul_peve,medium
FUN_007894-T1,Apul,OG_10874,apul_peve,low
Peve_00009869,Peve,OG_10874,apul_peve,low
FUN_007898-T1,Apul,OG_10875,apul_peve,low
Peve_00025750,Peve,OG_10875,apul_peve,low
FUN_007908-T1,Apul,OG_10876,apul_peve,high
Peve_00040663,Peve,OG_10876,apul_peve,high
FUN_007911-T1,Apul,OG_10877,apul_peve,medium
Peve_00040667,Peve,OG_10877,apul_peve,medium
FUN_007926-T1,Apul,OG_10878,apul_peve,medium
Peve_00040686,Peve,OG_10878,apul_peve,medium
FUN_007932-T1,Apul,OG_10879,apul_peve,medium
Peve_00040693,Peve,OG_10879,apul_peve,medium
FUN_007942-T1,Apul,OG_10880,apul_peve,low
Peve_00040698,Peve,OG_10880,apul_peve,low
FUN_007945-T1,Apul,OG_10881,apul_peve,medium
Peve_00021147,Peve,OG_10881,apul_peve,medium
FUN_007949-T2,Apul,OG_10882,apul_peve,high
Peve_00027154,Peve,OG_10882,apul_peve,high
FUN_007950-T1,Apul,OG_10883,apul_peve,low
Peve_00039192,Peve,OG_10883,apul_peve,low
FUN_007962-T1,Apul,OG_10884,apul_peve,low
Peve_00030169,Peve,OG_10884,apul_peve,low
FUN_007969-T1,Apul,OG_10885,apul_peve,medium
Peve_00030084,Peve,OG_10885,apul_peve,medium
FUN_007978-T1,Apul,OG_10886,apul_peve,low
Peve_00040183,Peve,OG_10886,apul_peve,low
FUN_007982-T1,Apul,OG_10887,apul_peve,medium
Peve_00030869,Peve,OG_10887,apul_peve,medium
FUN_007988-T1,Apul,OG_10888,apul_peve,low
Peve_00041078,Peve,OG_10888,apul_peve,low
FUN_007988-T2,Apul,OG_10889,apul_peve,low
Peve_00040187,Peve,OG_10889,apul_peve,low
FUN_007992-T1,Apul,OG_10890,apul_peve,low
Peve_00040194,Peve,OG_10890,apul_peve,low
FUN_007999-T2,Apul,OG_10891,apul_peve,medium
Peve_00022013,Peve,OG_10891,apul_peve,medium
FUN_008002-T1,Apul,OG_10892,apul_peve,low
Peve_00006655,Peve,OG_10892,apul_peve,low
FUN_008007-T1,Apul,OG_10893,apul_peve,low
Peve_00020930,Peve,OG_10893,apul_peve,low
FUN_008024-T1,Apul,OG_10894,apul_peve,low
Peve_00011344,Peve,OG_10894,apul_peve,low
FUN_008026-T1,Apul,OG_10895,apul_peve,medium
Peve_00011350,Peve,OG_10895,apul_peve,medium
FUN_008027-T2,Apul,OG_10896,apul_peve,medium
Peve_00011349,Peve,OG_10896,apul_peve,medium
FUN_008030-T1,Apul,OG_10897,apul_peve,medium
Peve_00031391,Peve,OG_10897,apul_peve,medium
FUN_008033-T1,Apul,OG_10898,apul_peve,low
Peve_00020770,Peve,OG_10898,apul_peve,low
FUN_008037-T1,Apul,OG_10899,apul_peve,medium
Peve_00045158,Peve,OG_10899,apul_peve,medium
FUN_008052-T1,Apul,OG_10900,apul_peve,high
Peve_00005980,Peve,OG_10900,apul_peve,high
FUN_008055-T1,Apul,OG_10901,apul_peve,low
Peve_00014702,Peve,OG_10901,apul_peve,low
FUN_008056-T2,Apul,OG_10902,apul_peve,medium
Peve_00005977,Peve,OG_10902,apul_peve,medium
FUN_008064-T1,Apul,OG_10903,apul_peve,low
Peve_00041230,Peve,OG_10903,apul_peve,low
FUN_008076-T1,Apul,OG_10904,apul_peve,high
Peve_00013208,Peve,OG_10904,apul_peve,high
FUN_008077-T1,Apul,OG_10905,apul_peve,high
Peve_00032592,Peve,OG_10905,apul_peve,high
FUN_008081-T1,Apul,OG_10906,apul_peve,low
Peve_00036767,Peve,OG_10906,apul_peve,low
FUN_008089-T2,Apul,OG_10907,apul_peve,low
Peve_00033654,Peve,OG_10907,apul_peve,low
FUN_008102-T1,Apul,OG_10908,apul_peve,low
Peve_00038882,Peve,OG_10908,apul_peve,low
FUN_008115-T2,Apul,OG_10909,apul_peve,medium
Peve_00022342,Peve,OG_10909,apul_peve,medium
FUN_008123-T1,Apul,OG_10910,apul_peve,low
Peve_00022349,Peve,OG_10910,apul_peve,low
FUN_008159-T1,Apul,OG_10911,apul_peve,low
Peve_00021712,Peve,OG_10911,apul_peve,low
FUN_008169-T1,Apul,OG_10912,apul_peve,medium
Peve_00042114,Peve,OG_10912,apul_peve,medium
FUN_008191-T1,Apul,OG_10913,apul_peve,low
Peve_00034185,Peve,OG_10913,apul_peve,low
FUN_008203-T1,Apul,OG_10914,apul_peve,high
Peve_00022160,Peve,OG_10914,apul_peve,high
FUN_008216-T1,Apul,OG_10915,apul_peve,medium
Peve_00005270,Peve,OG_10915,apul_peve,medium
FUN_008221-T1,Apul,OG_10916,apul_peve,medium
Peve_00012568,Peve,OG_10916,apul_peve,medium
FUN_008223-T1,Apul,OG_10917,apul_peve,medium
Peve_00012068,Peve,OG_10917,apul_peve,medium
FUN_008236-T3,Apul,OG_10918,apul_peve,medium
Peve_00003867,Peve,OG_10918,apul_peve,medium
FUN_008240-T1,Apul,OG_10919,apul_peve,medium
Peve_00031780,Peve,OG_10919,apul_peve,medium
FUN_008251-T1,Apul,OG_10920,apul_peve,low
Peve_00024421,Peve,OG_10920,apul_peve,low
FUN_008255-T1,Apul,OG_10921,apul_peve,medium
Peve_00009134,Peve,OG_10921,apul_peve,medium
FUN_008257-T1,Apul,OG_10922,apul_peve,high
Peve_00042071,Peve,OG_10922,apul_peve,high
FUN_008261-T1,Apul,OG_10923,apul_peve,low
Peve_00042077,Peve,OG_10923,apul_peve,low
FUN_008287-T1,Apul,OG_10924,apul_peve,low
Peve_00018509,Peve,OG_10924,apul_peve,low
FUN_008291-T1,Apul,OG_10925,apul_peve,low
Peve_00005971,Peve,OG_10925,apul_peve,low
FUN_008299-T1,Apul,OG_10926,apul_peve,medium
Peve_00012976,Peve,OG_10926,apul_peve,medium
FUN_008301-T1,Apul,OG_10927,apul_peve,low
Peve_00012975,Peve,OG_10927,apul_peve,low
FUN_008313-T3,Apul,OG_10928,apul_peve,medium
Peve_00025217,Peve,OG_10928,apul_peve,medium
FUN_008317-T1,Apul,OG_10929,apul_peve,low
Peve_00005689,Peve,OG_10929,apul_peve,low
FUN_008330-T1,Apul,OG_10930,apul_peve,low
Peve_00000557,Peve,OG_10930,apul_peve,low
FUN_008375-T1,Apul,OG_10931,apul_peve,low
Peve_00042636,Peve,OG_10931,apul_peve,low
FUN_008387-T1,Apul,OG_10932,apul_peve,medium
Peve_00028174,Peve,OG_10932,apul_peve,medium
FUN_008391-T1,Apul,OG_10933,apul_peve,low
Peve_00034701,Peve,OG_10933,apul_peve,low
FUN_008417-T1,Apul,OG_10934,apul_peve,high
Peve_00009797,Peve,OG_10934,apul_peve,high
FUN_008422-T2,Apul,OG_10935,apul_peve,medium
Peve_00033726,Peve,OG_10935,apul_peve,medium
FUN_008461-T1,Apul,OG_10936,apul_peve,medium
Peve_00011003,Peve,OG_10936,apul_peve,medium
FUN_008465-T1,Apul,OG_10937,apul_peve,low
Peve_00011012,Peve,OG_10937,apul_peve,low
FUN_008474-T1,Apul,OG_10938,apul_peve,medium
Peve_00028802,Peve,OG_10938,apul_peve,medium
FUN_008476-T1,Apul,OG_10939,apul_peve,low
Peve_00028800,Peve,OG_10939,apul_peve,low
FUN_008478-T1,Apul,OG_10940,apul_peve,low
Peve_00038343,Peve,OG_10940,apul_peve,low
FUN_008480-T1,Apul,OG_10941,apul_peve,medium
Peve_00028796,Peve,OG_10941,apul_peve,medium
FUN_008485-T1,Apul,OG_10942,apul_peve,medium
Peve_00028793,Peve,OG_10942,apul_peve,medium
FUN_008526-T1,Apul,OG_10943,apul_peve,medium
Peve_00035658,Peve,OG_10943,apul_peve,medium
FUN_008539-T2,Apul,OG_10944,apul_peve,high
Peve_00014612,Peve,OG_10944,apul_peve,high
FUN_008546-T1,Apul,OG_10945,apul_peve,low
Peve_00013779,Peve,OG_10945,apul_peve,low
FUN_008554-T1,Apul,OG_10946,apul_peve,medium
Peve_00039129,Peve,OG_10946,apul_peve,medium
FUN_008557-T1,Apul,OG_10947,apul_peve,low
Peve_00033373,Peve,OG_10947,apul_peve,low
FUN_008574-T1,Apul,OG_10948,apul_peve,low
Peve_00044726,Peve,OG_10948,apul_peve,low
FUN_008589-T1,Apul,OG_10949,apul_peve,low
Peve_00026588,Peve,OG_10949,apul_peve,low
FUN_008591-T1,Apul,OG_10950,apul_peve,low
Peve_00036216,Peve,OG_10950,apul_peve,low
FUN_008593-T1,Apul,OG_10951,apul_peve,low
Peve_00036205,Peve,OG_10951,apul_peve,low
FUN_008630-T1,Apul,OG_10952,apul_peve,low
Peve_00012385,Peve,OG_10952,apul_peve,low
FUN_008637-T1,Apul,OG_10953,apul_peve,low
Peve_00036533,Peve,OG_10953,apul_peve,low
FUN_008639-T1,Apul,OG_10954,apul_peve,low
Peve_00036531,Peve,OG_10954,apul_peve,low
FUN_008655-T1,Apul,OG_10955,apul_peve,low
Peve_00040323,Peve,OG_10955,apul_peve,low
FUN_008692-T1,Apul,OG_10956,apul_peve,low
Peve_00040324,Peve,OG_10956,apul_peve,low
FUN_008693-T2,Apul,OG_10957,apul_peve,low
Peve_00040326,Peve,OG_10957,apul_peve,low
FUN_008698-T1,Apul,OG_10958,apul_peve,medium
Peve_00001074,Peve,OG_10958,apul_peve,medium
FUN_008715-T1,Apul,OG_10959,apul_peve,low
Peve_00017041,Peve,OG_10959,apul_peve,low
FUN_008722-T1,Apul,OG_10960,apul_peve,low
Peve_00019171,Peve,OG_10960,apul_peve,low
FUN_008728-T1,Apul,OG_10961,apul_peve,low
Peve_00034532,Peve,OG_10961,apul_peve,low
FUN_008738-T1,Apul,OG_10962,apul_peve,low
Peve_00013707,Peve,OG_10962,apul_peve,low
FUN_008741-T1,Apul,OG_10963,apul_peve,low
Peve_00033274,Peve,OG_10963,apul_peve,low
FUN_008744-T1,Apul,OG_10964,apul_peve,low
Peve_00015783,Peve,OG_10964,apul_peve,low
FUN_008750-T1,Apul,OG_10965,apul_peve,high
Peve_00022486,Peve,OG_10965,apul_peve,high
FUN_008764-T1,Apul,OG_10966,apul_peve,low
Peve_00042303,Peve,OG_10966,apul_peve,low
FUN_008775-T1,Apul,OG_10967,apul_peve,medium
Peve_00036713,Peve,OG_10967,apul_peve,medium
FUN_008777-T1,Apul,OG_10968,apul_peve,low
Peve_00043618,Peve,OG_10968,apul_peve,low
FUN_008779-T1,Apul,OG_10969,apul_peve,low
Peve_00034024,Peve,OG_10969,apul_peve,low
FUN_008819-T1,Apul,OG_10970,apul_peve,low
Peve_00043544,Peve,OG_10970,apul_peve,low
FUN_008823-T1,Apul,OG_10971,apul_peve,low
Peve_00031984,Peve,OG_10971,apul_peve,low
FUN_008840-T1,Apul,OG_10972,apul_peve,medium
Peve_00025917,Peve,OG_10972,apul_peve,medium
FUN_008854-T1,Apul,OG_10973,apul_peve,medium
Peve_00039796,Peve,OG_10973,apul_peve,medium
FUN_008891-T1,Apul,OG_10974,apul_peve,medium
Peve_00002345,Peve,OG_10974,apul_peve,medium
FUN_008892-T1,Apul,OG_10975,apul_peve,medium
Peve_00015980,Peve,OG_10975,apul_peve,medium
FUN_008899-T1,Apul,OG_10976,apul_peve,low
Peve_00007332,Peve,OG_10976,apul_peve,low
FUN_008920-T1,Apul,OG_10977,apul_peve,medium
Peve_00020780,Peve,OG_10977,apul_peve,medium
FUN_008925-T1,Apul,OG_10978,apul_peve,medium
Peve_00036400,Peve,OG_10978,apul_peve,medium
FUN_008937-T1,Apul,OG_10979,apul_peve,medium
Peve_00036389,Peve,OG_10979,apul_peve,medium
FUN_008939-T1,Apul,OG_10980,apul_peve,medium
Peve_00007193,Peve,OG_10980,apul_peve,medium
FUN_008957-T1,Apul,OG_10981,apul_peve,low
Peve_00021625,Peve,OG_10981,apul_peve,low
FUN_008963-T1,Apul,OG_10982,apul_peve,medium
Peve_00007335,Peve,OG_10982,apul_peve,medium
FUN_008971-T1,Apul,OG_10983,apul_peve,medium
Peve_00007341,Peve,OG_10983,apul_peve,medium
FUN_008976-T1,Apul,OG_10984,apul_peve,medium
Peve_00007754,Peve,OG_10984,apul_peve,medium
FUN_008987-T2,Apul,OG_10985,apul_peve,high
Peve_00001697,Peve,OG_10985,apul_peve,high
FUN_008992-T2,Apul,OG_10986,apul_peve,medium
Peve_00023811,Peve,OG_10986,apul_peve,medium
FUN_008995-T1,Apul,OG_10987,apul_peve,high
Peve_00013184,Peve,OG_10987,apul_peve,high
FUN_008998-T1,Apul,OG_10988,apul_peve,low
Peve_00021073,Peve,OG_10988,apul_peve,low
FUN_009001-T1,Apul,OG_10989,apul_peve,medium
Peve_00023429,Peve,OG_10989,apul_peve,medium
FUN_009005-T1,Apul,OG_10990,apul_peve,low
Peve_00023427,Peve,OG_10990,apul_peve,low
FUN_009011-T1,Apul,OG_10991,apul_peve,low
Peve_00031166,Peve,OG_10991,apul_peve,low
FUN_009020-T1,Apul,OG_10992,apul_peve,medium
Peve_00044340,Peve,OG_10992,apul_peve,medium
FUN_009030-T1,Apul,OG_10993,apul_peve,low
Peve_00034081,Peve,OG_10993,apul_peve,low
FUN_009123-T1,Apul,OG_10994,apul_peve,medium
Peve_00022658,Peve,OG_10994,apul_peve,medium
FUN_009127-T1,Apul,OG_10995,apul_peve,low
Peve_00000230,Peve,OG_10995,apul_peve,low
FUN_009158-T1,Apul,OG_10996,apul_peve,medium
Peve_00038962,Peve,OG_10996,apul_peve,medium
FUN_009255-T1,Apul,OG_10997,apul_peve,low
Peve_00026351,Peve,OG_10997,apul_peve,low
FUN_009256-T1,Apul,OG_10998,apul_peve,low
Peve_00023011,Peve,OG_10998,apul_peve,low
FUN_009257-T1,Apul,OG_10999,apul_peve,low
Peve_00027037,Peve,OG_10999,apul_peve,low
FUN_009266-T2,Apul,OG_11000,apul_peve,medium
Peve_00032034,Peve,OG_11000,apul_peve,medium
FUN_009287-T1,Apul,OG_11001,apul_peve,high
Peve_00042345,Peve,OG_11001,apul_peve,high
FUN_009288-T1,Apul,OG_11002,apul_peve,low
Peve_00016951,Peve,OG_11002,apul_peve,low
FUN_009300-T1,Apul,OG_11003,apul_peve,low
Peve_00014038,Peve,OG_11003,apul_peve,low
FUN_009302-T1,Apul,OG_11004,apul_peve,low
Peve_00005832,Peve,OG_11004,apul_peve,low
FUN_009310-T1,Apul,OG_11005,apul_peve,low
Peve_00021838,Peve,OG_11005,apul_peve,low
FUN_009319-T1,Apul,OG_11006,apul_peve,low
Peve_00007349,Peve,OG_11006,apul_peve,low
FUN_009321-T1,Apul,OG_11007,apul_peve,low
Peve_00007344,Peve,OG_11007,apul_peve,low
FUN_009341-T1,Apul,OG_11008,apul_peve,low
Peve_00020241,Peve,OG_11008,apul_peve,low
FUN_009346-T1,Apul,OG_11009,apul_peve,low
Peve_00026200,Peve,OG_11009,apul_peve,low
FUN_009352-T1,Apul,OG_11010,apul_peve,medium
Peve_00038077,Peve,OG_11010,apul_peve,medium
FUN_009358-T1,Apul,OG_11011,apul_peve,low
Peve_00003730,Peve,OG_11011,apul_peve,low
FUN_009363-T1,Apul,OG_11012,apul_peve,medium
Peve_00030308,Peve,OG_11012,apul_peve,medium
FUN_009364-T1,Apul,OG_11013,apul_peve,low
Peve_00033729,Peve,OG_11013,apul_peve,low
FUN_009370-T1,Apul,OG_11014,apul_peve,low
Peve_00033727,Peve,OG_11014,apul_peve,low
FUN_009372-T1,Apul,OG_11015,apul_peve,low
Peve_00033733,Peve,OG_11015,apul_peve,low
FUN_009373-T1,Apul,OG_11016,apul_peve,low
Peve_00019202,Peve,OG_11016,apul_peve,low
FUN_009387-T1,Apul,OG_11017,apul_peve,low
Peve_00015471,Peve,OG_11017,apul_peve,low
FUN_009395-T1,Apul,OG_11018,apul_peve,low
Peve_00028627,Peve,OG_11018,apul_peve,low
FUN_009407-T1,Apul,OG_11019,apul_peve,low
Peve_00000231,Peve,OG_11019,apul_peve,low
FUN_009436-T1,Apul,OG_11020,apul_peve,low
Peve_00025245,Peve,OG_11020,apul_peve,low
FUN_009449-T1,Apul,OG_11021,apul_peve,medium
Peve_00006080,Peve,OG_11021,apul_peve,medium
FUN_009458-T1,Apul,OG_11022,apul_peve,low
Peve_00015360,Peve,OG_11022,apul_peve,low
FUN_009460-T1,Apul,OG_11023,apul_peve,low
Peve_00008163,Peve,OG_11023,apul_peve,low
FUN_009473-T1,Apul,OG_11024,apul_peve,low
Peve_00031014,Peve,OG_11024,apul_peve,low
FUN_009480-T1,Apul,OG_11025,apul_peve,low
Peve_00034434,Peve,OG_11025,apul_peve,low
FUN_009503-T1,Apul,OG_11026,apul_peve,low
Peve_00017363,Peve,OG_11026,apul_peve,low
FUN_009511-T4,Apul,OG_11027,apul_peve,medium
Peve_00016362,Peve,OG_11027,apul_peve,medium
FUN_009520-T1,Apul,OG_11028,apul_peve,medium
Peve_00014187,Peve,OG_11028,apul_peve,medium
FUN_009571-T1,Apul,OG_11029,apul_peve,high
Peve_00039057,Peve,OG_11029,apul_peve,high
FUN_009609-T1,Apul,OG_11030,apul_peve,low
Peve_00002976,Peve,OG_11030,apul_peve,low
FUN_009644-T1,Apul,OG_11031,apul_peve,low
Peve_00022311,Peve,OG_11031,apul_peve,low
FUN_009647-T1,Apul,OG_11032,apul_peve,low
Peve_00022309,Peve,OG_11032,apul_peve,low
FUN_009663-T1,Apul,OG_11033,apul_peve,medium
Peve_00030561,Peve,OG_11033,apul_peve,medium
FUN_009668-T1,Apul,OG_11034,apul_peve,low
Peve_00009668,Peve,OG_11034,apul_peve,low
FUN_009670-T2,Apul,OG_11035,apul_peve,high
Peve_00009669,Peve,OG_11035,apul_peve,high
FUN_009676-T1,Apul,OG_11036,apul_peve,low
Peve_00024096,Peve,OG_11036,apul_peve,low
FUN_009679-T1,Apul,OG_11037,apul_peve,medium
Peve_00005648,Peve,OG_11037,apul_peve,medium
FUN_009692-T1,Apul,OG_11038,apul_peve,low
Peve_00012206,Peve,OG_11038,apul_peve,low
FUN_009708-T1,Apul,OG_11039,apul_peve,low
Peve_00027334,Peve,OG_11039,apul_peve,low
FUN_009715-T1,Apul,OG_11040,apul_peve,low
Peve_00020587,Peve,OG_11040,apul_peve,low
FUN_009726-T1,Apul,OG_11041,apul_peve,low
Peve_00033389,Peve,OG_11041,apul_peve,low
FUN_009734-T1,Apul,OG_11042,apul_peve,low
Peve_00010203,Peve,OG_11042,apul_peve,low
FUN_009748-T1,Apul,OG_11043,apul_peve,low
Peve_00008735,Peve,OG_11043,apul_peve,low
FUN_009800-T1,Apul,OG_11044,apul_peve,medium
Peve_00003421,Peve,OG_11044,apul_peve,medium
FUN_009834-T1,Apul,OG_11045,apul_peve,medium
Peve_00000531,Peve,OG_11045,apul_peve,medium
FUN_009862-T1,Apul,OG_11046,apul_peve,medium
Peve_00036452,Peve,OG_11046,apul_peve,medium
FUN_009950-T1,Apul,OG_11047,apul_peve,low
Peve_00012428,Peve,OG_11047,apul_peve,low
FUN_009952-T1,Apul,OG_11048,apul_peve,low
Peve_00042713,Peve,OG_11048,apul_peve,low
FUN_009955-T1,Apul,OG_11049,apul_peve,low
Peve_00034074,Peve,OG_11049,apul_peve,low
