"","mirna","X4","interaction","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","Source","Significance","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"68678","Cluster_2746","FUN_016172","Cluster_2746 _ FUN_016172",544078,"Cluster_2746","FUN_016172",0.610823815664784,2.83962278240227e-05,0.00953870870801995,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68689","Cluster_2746","FUN_019266","Cluster_2746 _ FUN_019266",637204,"Cluster_2746","FUN_019266",0.514563070898891,0.000681450644095477,0.0556483369109994,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68693","Cluster_2746","FUN_022337","Cluster_2746 _ FUN_022337",680656,"Cluster_2746","FUN_022337",0.693696469836514,6.94621062449319e-07,0.000922232040588962,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68697","Cluster_2746","FUN_023903","Cluster_2746 _ FUN_023903",745375,"Cluster_2746","FUN_023903",0.501176278798557,0.000987183216129665,0.0679409219891109,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68702","Cluster_2746","FUN_024802","Cluster_2746 _ FUN_024802",784339,"Cluster_2746","FUN_024802",0.501213864294875,0.000986177172359714,0.0679097807844291,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68705","Cluster_2746","FUN_024042","Cluster_2746 _ FUN_024042",751699,"Cluster_2746","FUN_024042",0.52671047459843,0.000480349026639855,0.0459738590666431,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68707","Cluster_2746","FUN_024685","Cluster_2746 _ FUN_024685",780412,"Cluster_2746","FUN_024685",0.561500329347612,0.000163471673021192,0.0254148442993201,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68738","Cluster_2746","FUN_033189","Cluster_2746 _ FUN_033189",1069072,"Cluster_2746","FUN_033189",0.503597363011688,0.000924208834999674,0.0655296502414122,"5UTR","p < 0.05","ptg000023l:40837993-40843172","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"68739","Cluster_2746","FUN_030061","Cluster_2746 _ FUN_030061",961411,"Cluster_2746","FUN_030061",0.522411001273334,0.000544455808384993,0.0492530654234609,"5UTR","p < 0.05","ptg000023l:8908286-8911061","Q4UMH6","Putative ankyrin repeat protein RF_0381","Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)","guanosine tetraphosphate metabolic process [GO:0015969]","GO:0015969"
"68743","Cluster_2746","FUN_034199","Cluster_2746 _ FUN_034199",1103293,"Cluster_2746","FUN_034199",0.511193379337653,0.000749156180097702,0.0586244027062088,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68750","Cluster_2746","FUN_034770","Cluster_2746 _ FUN_034770",1119358,"Cluster_2746","FUN_034770",0.531722080841461,0.00041421026590037,0.0424973442643777,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68763","Cluster_2746","FUN_039961","Cluster_2746 _ FUN_039961",1306426,"Cluster_2746","FUN_039961",0.525976200643063,0.000490794422424046,0.0465555213083988,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68774","Cluster_2746","FUN_042130","Cluster_2746 _ FUN_042130",1382875,"Cluster_2746","FUN_042130",0.52705967385583,0.000475451648812268,0.0457763213027524,"5UTR","p < 0.05","ptg000036l:975693-986259","E9Q236","ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 4)","Mus musculus (Mouse)","bile acid and bile salt transport [GO:0015721]; cAMP transport [GO:0070730]; cilium assembly [GO:0060271]; export across plasma membrane [GO:0140115]; fatty acid derivative transport [GO:1901571]; leukotriene transport [GO:0071716]; organic hydroxy compound transport [GO:0015850]; positive regulation of smooth muscle cell proliferation [GO:0048661]; prostaglandin secretion [GO:0032310]; prostaglandin transport [GO:0015732]; transmembrane transport [GO:0055085]; urate transport [GO:0015747]; xenobiotic transmembrane transport [GO:0006855]","GO:0001409; GO:0005524; GO:0005730; GO:0005794; GO:0005886; GO:0006855; GO:0008559; GO:0015132; GO:0015143; GO:0015216; GO:0015431; GO:0015432; GO:0015562; GO:0015665; GO:0015721; GO:0015732; GO:0015747; GO:0015850; GO:0016020; GO:0016323; GO:0016324; GO:0016887; GO:0031088; GO:0032310; GO:0034634; GO:0042626; GO:0042910; GO:0048661; GO:0055085; GO:0060271; GO:0070730; GO:0071716; GO:0098591; GO:0140115; GO:1901571"
"68781","Cluster_2746","FUN_042790","Cluster_2746 _ FUN_042790",1401184,"Cluster_2746","FUN_042790",0.574893533424376,0.00010447429564654,0.0198121050094908,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68789","Cluster_2746","FUN_043902","Cluster_2746 _ FUN_043902",1445656,"Cluster_2746","FUN_043902",0.502029432182423,0.00096457011778858,0.0671749589752528,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68792","Cluster_2746","FUN_044053","Cluster_2746 _ FUN_044053",1450195,"Cluster_2746","FUN_044053",0.552553661576872,0.000218152786780836,0.0298784971548119,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68806","Cluster_2746","FUN_044206","Cluster_2746 _ FUN_044206",1456927,"Cluster_2746","FUN_044206",0.573886041662618,0.000108125780482659,0.0202254194611354,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68809","Cluster_2746","FUN_044222","Cluster_2746 _ FUN_044222",1457845,"Cluster_2746","FUN_044222",0.577139935145562,9.67312419796396e-05,0.0190214644206149,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68812","Cluster_2746","FUN_044229","Cluster_2746 _ FUN_044229",1458100,"Cluster_2746","FUN_044229",0.58968043190625,6.22731205779384e-05,0.014841057736692,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68814","Cluster_2746","FUN_044244","Cluster_2746 _ FUN_044244",1458814,"Cluster_2746","FUN_044244",0.527902572926371,0.00046381391037262,0.045198962563485,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68818","Cluster_3109","FUN_003910","Cluster_3109 _ FUN_003910",37802,"Cluster_3109","FUN_003910",0.586517886705995,6.97075235748816e-05,0.0158002973374313,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68820","Cluster_3109","FUN_002495","Cluster_3109 _ FUN_002495",8375,"Cluster_3109","FUN_002495",0.660190631126485,3.57177673942133e-06,0.00277988920334859,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68821","Cluster_3109","FUN_002504","Cluster_3109 _ FUN_002504",9701,"Cluster_3109","FUN_002504",0.525093758362041,0.000503616085238217,0.0472683820051307,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68829","Cluster_3109","FUN_006176","Cluster_3109 _ FUN_006176",211865,"Cluster_3109","FUN_006176",0.560599107124407,0.000168355894867027,0.0258495015312669,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68838","Cluster_3109","FUN_009632","Cluster_3109 _ FUN_009632",342017,"Cluster_3109","FUN_009632",0.636589797167142,1.00691521790541e-05,0.00517031594161897,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68839","Cluster_3109","FUN_011059","Cluster_3109 _ FUN_011059",380624,"Cluster_3109","FUN_011059",0.742679188025367,4.0936132362137e-08,0.000117656423843846,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68840","Cluster_3109","FUN_012964","Cluster_3109 _ FUN_012964",445037,"Cluster_3109","FUN_012964",0.649743776750545,5.71321459056248e-06,0.00370295923746104,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68843","Cluster_3109","FUN_012504","Cluster_3109 _ FUN_012504",429941,"Cluster_3109","FUN_012504",0.513624194257827,0.000699743777186654,0.0564500683712701,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68844","Cluster_3109","FUN_012511","Cluster_3109 _ FUN_012511",430298,"Cluster_3109","FUN_012511",0.635002413291255,1.07626504135021e-05,0.00539391434626016,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68846","Cluster_3109","FUN_015457","Cluster_3109 _ FUN_015457",1484774,"Cluster_3109","FUN_015457",0.637013216915456,9.89121306204178e-06,0.00511833258946168,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68849","Cluster_3109","FUN_015129","Cluster_3109 _ FUN_015129",1484009,"Cluster_3109","FUN_015129",0.54786617933511,0.00025293874589797,0.0324254237200587,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68854","Cluster_3109","FUN_018527","Cluster_3109 _ FUN_018527",621140,"Cluster_3109","FUN_018527",0.690721752984899,8.10373954208745e-07,0.00101780448664145,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68855","Cluster_3109","FUN_018643","Cluster_3109 _ FUN_018643",1488854,"Cluster_3109","FUN_018643",0.63555254589856,1.05175058295506e-05,0.00532142945864264,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68856","Cluster_3109","FUN_019155","Cluster_3109 _ FUN_019155",633329,"Cluster_3109","FUN_019155",0.689110490647879,8.80267285181956e-07,0.00107480425433059,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68857","Cluster_3109","FUN_018055","Cluster_3109 _ FUN_018055",602780,"Cluster_3109","FUN_018055",0.570441717895607,0.000121498270420911,0.0216579345473161,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68880","Cluster_3109","FUN_026763","Cluster_3109 _ FUN_026763",854924,"Cluster_3109","FUN_026763",0.506623834052595,0.000850524529728307,0.0627556341079673,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68882","Cluster_3109","FUN_028335","Cluster_3109 _ FUN_028335",898988,"Cluster_3109","FUN_028335",0.678235307165507,1.51803939989591e-06,0.00157637196395388,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68884","Cluster_3109","FUN_027717","Cluster_3109 _ FUN_027717",875222,"Cluster_3109","FUN_027717",0.70899040639624,3.05257956317817e-07,0.000507043376416502,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68885","Cluster_3109","FUN_028794","Cluster_3109 _ FUN_028794",914186,"Cluster_3109","FUN_028794",0.587093148719626,6.82980591954873e-05,0.0156266325976265,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68886","Cluster_3109","FUN_030738","Cluster_3109 _ FUN_030738",1511039,"Cluster_3109","FUN_030738",0.527206104357179,0.000473411350464886,0.0456600829652111,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68889","Cluster_3109","FUN_032550","Cluster_3109 _ FUN_032550",1045103,"Cluster_3109","FUN_032550",0.595824196233988,4.98510750267113e-05,0.0131915742835425,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68891","Cluster_3109","FUN_030025","Cluster_3109 _ FUN_030025",1510070,"Cluster_3109","FUN_030025",0.69307113560886,7.17604291559126e-07,0.000937340222178041,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68899","Cluster_3109","FUN_037108","Cluster_3109 _ FUN_037108",1208099,"Cluster_3109","FUN_037108",0.510129968159627,0.000771733019537723,0.0595287941401939,"5UTR","p < 0.05","ptg000026l:5914565-5919897","Q7Z494","Nephrocystin-3","Homo sapiens (Human)","atrial septum development [GO:0003283]; cilium assembly [GO:0060271]; convergent extension [GO:0060026]; convergent extension involved in gastrulation [GO:0060027]; determination of intestine left/right asymmetry [GO:0071908]; determination of left/right symmetry [GO:0007368]; determination of liver left/right asymmetry [GO:0071910]; determination of pancreatic left/right asymmetry [GO:0035469]; determination of stomach left/right asymmetry [GO:0071909]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; establishment or maintenance of cell polarity [GO:0007163]; extracellular matrix organization [GO:0030198]; heart looping [GO:0001947]; kidney development [GO:0001822]; kidney morphogenesis [GO:0060993]; lipid metabolic process [GO:0006629]; lung development [GO:0030324]; maintenance of animal organ identity [GO:0048496]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; non-motile cilium assembly [GO:1905515]; photoreceptor cell maintenance [GO:0045494]; positive regulation of protein binding [GO:0032092]; regulation of planar cell polarity pathway involved in neural tube closure [GO:2000167]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; ureter development [GO:0072189]; Wnt signaling pathway [GO:0016055]","GO:0001822; GO:0001947; GO:0003283; GO:0005576; GO:0005829; GO:0005929; GO:0006629; GO:0007163; GO:0007368; GO:0016055; GO:0030198; GO:0030324; GO:0032092; GO:0035469; GO:0045494; GO:0048496; GO:0060026; GO:0060027; GO:0060271; GO:0060287; GO:0060993; GO:0071908; GO:0071909; GO:0071910; GO:0072189; GO:0090090; GO:0097543; GO:0097546; GO:1905515; GO:2000095; GO:2000167"
"68901","Cluster_3109","FUN_037148","Cluster_3109 _ FUN_037148",1207283,"Cluster_3109","FUN_037148",0.554844046227498,0.000202776204354333,0.0287177951952975,"5UTR","p < 0.05","ptg000026l:6373727-6377617","Q7Z494","Nephrocystin-3","Homo sapiens (Human)","atrial septum development [GO:0003283]; cilium assembly [GO:0060271]; convergent extension [GO:0060026]; convergent extension involved in gastrulation [GO:0060027]; determination of intestine left/right asymmetry [GO:0071908]; determination of left/right symmetry [GO:0007368]; determination of liver left/right asymmetry [GO:0071910]; determination of pancreatic left/right asymmetry [GO:0035469]; determination of stomach left/right asymmetry [GO:0071909]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; establishment or maintenance of cell polarity [GO:0007163]; extracellular matrix organization [GO:0030198]; heart looping [GO:0001947]; kidney development [GO:0001822]; kidney morphogenesis [GO:0060993]; lipid metabolic process [GO:0006629]; lung development [GO:0030324]; maintenance of animal organ identity [GO:0048496]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; non-motile cilium assembly [GO:1905515]; photoreceptor cell maintenance [GO:0045494]; positive regulation of protein binding [GO:0032092]; regulation of planar cell polarity pathway involved in neural tube closure [GO:2000167]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; ureter development [GO:0072189]; Wnt signaling pathway [GO:0016055]","GO:0001822; GO:0001947; GO:0003283; GO:0005576; GO:0005829; GO:0005929; GO:0006629; GO:0007163; GO:0007368; GO:0016055; GO:0030198; GO:0030324; GO:0032092; GO:0035469; GO:0045494; GO:0048496; GO:0060026; GO:0060027; GO:0060271; GO:0060287; GO:0060993; GO:0071908; GO:0071909; GO:0071910; GO:0072189; GO:0090090; GO:0097543; GO:0097546; GO:1905515; GO:2000095; GO:2000167"
"68904","Cluster_3109","FUN_038668","Cluster_3109 _ FUN_038668",1273736,"Cluster_3109","FUN_038668",0.54449489363858,0.000280960302829424,0.0344022941792992,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68906","Cluster_3109","FUN_039336","Cluster_3109 _ FUN_039336",1291025,"Cluster_3109","FUN_039336",0.686006767088922,1.03082469617595e-06,0.00120129351461099,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68910","Cluster_3109","FUN_040185","Cluster_3109 _ FUN_040185",1317086,"Cluster_3109","FUN_040185",0.608491130224581,3.10518549671149e-05,0.0100354181285319,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68931","Cluster_3226","FUN_006158","Cluster_3226 _ FUN_006158",210438,"Cluster_3226","FUN_006158",0.627734249664858,1.45317279593356e-05,0.00646095274670353,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68945","Cluster_3226","FUN_020804","Cluster_3226 _ FUN_020804",651639,"Cluster_3226","FUN_020804",0.614561452149569,2.45698521196507e-05,0.00878398826324883,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68946","Cluster_3226","FUN_022595","Cluster_3226 _ FUN_022595",690552,"Cluster_3226","FUN_022595",0.52543953442702,0.000498556783990055,0.0469735162313848,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68951","Cluster_3226","FUN_025418","Cluster_3226 _ FUN_025418",799335,"Cluster_3226","FUN_025418",0.510505615489322,0.000763689528175871,0.05919428845549,"5UTR","p < 0.05","ptg000019l:2385460-2386879","Q96KE9","BTB/POZ domain-containing protein 6 (Lens BTB domain protein)","Homo sapiens (Human)","neurogenesis [GO:0022008]","GO:0005829; GO:0022008"
"68952","Cluster_3226","FUN_026826","Cluster_3226 _ FUN_026826",856200,"Cluster_3226","FUN_026826",0.675329361094171,1.74926505998854e-06,0.00172894876122637,"5UTR","p < 0.05","ptg000020l:13915059-13943611","P35061","Histone H2A","Acropora formosa (Staghorn coral)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"68965","Cluster_3226","FUN_035462","Cluster_3226 _ FUN_035462",1149297,"Cluster_3226","FUN_035462",0.53183656638596,0.000412799782340391,0.0424241749790638,"5UTR","p < 0.05","ptg000025l:7644354-7645059","Q9SY73","NADPH-dependent pterin aldehyde reductase (EC 1.1.1.-)","Arabidopsis thaliana (Mouse-ear cress)","folic acid-containing compound metabolic process [GO:0006760]","GO:0005829; GO:0006760; GO:0016616"
"68974","Cluster_3227","FUN_004147","Cluster_3227 _ FUN_004147",49942,"Cluster_3227","FUN_004147",0.555048952932369,0.000201449329950318,0.0286095329797139,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68982","Cluster_3227","FUN_007044","Cluster_3227 _ FUN_007044",246802,"Cluster_3227","FUN_007044",0.521584715431699,0.000557617217265574,0.0499228582719418,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68992","Cluster_3227","FUN_010639","Cluster_3227 _ FUN_010639",363592,"Cluster_3227","FUN_010639",0.566490970211261,0.000138665525568378,0.0232841243276368,"5UTR","p < 0.05","ptg000007l:1092947-1097408","Q92968","Peroxisomal membrane protein PEX13 (Peroxin-13)","Homo sapiens (Human)","cerebral cortex cell migration [GO:0021795]; fatty acid alpha-oxidation [GO:0001561]; locomotory behavior [GO:0007626]; microtubule-based peroxisome localization [GO:0060152]; neuron migration [GO:0001764]; protein import into peroxisome matrix, docking [GO:0016560]; suckling behavior [GO:0001967]","GO:0001561; GO:0001764; GO:0001967; GO:0005777; GO:0005778; GO:0005829; GO:0007626; GO:0008320; GO:0016020; GO:0016560; GO:0021795; GO:0060152; GO:1990429"
"68993","Cluster_3227","FUN_012721","Cluster_3227 _ FUN_012721",438970,"Cluster_3227","FUN_012721",0.587142819937397,6.81775797216983e-05,0.0156091596468057,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"68996","Cluster_3227","FUN_012021","Cluster_3227 _ FUN_012021",408574,"Cluster_3227","FUN_012021",0.50099936448632,0.000991930901822627,0.0680893419442711,"5UTR","p < 0.05","ptg000008l:4129412-4132383","A7S5D9","Iodotyrosine deiodinase (EC 1.21.1.1) (Halotyrosine dehalogenase)","Nematostella vectensis (Starlet sea anemone)","tyrosine metabolic process [GO:0006570]","GO:0005886; GO:0006570; GO:0010181; GO:0016491; GO:0140616"
"69042","Cluster_3227","FUN_040132","Cluster_3227 _ FUN_040132",1315762,"Cluster_3227","FUN_040132",-0.511574025226679,0.000741219007101034,0.0583240685216117,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69043","Cluster_3227","FUN_039817","Cluster_3227 _ FUN_039817",1301686,"Cluster_3227","FUN_039817",0.615559138736832,2.36313057292559e-05,0.00860070814451684,"5UTR","p < 0.05","ptg000031l:451052-465083","P26640","Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS)","Homo sapiens (Human)","tRNA aminoacylation for protein translation [GO:0006418]; valyl-tRNA aminoacylation [GO:0006438]","GO:0002161; GO:0004832; GO:0005524; GO:0005829; GO:0006418; GO:0006438"
"69051","Cluster_3301","FUN_001527","Cluster_3301 _ FUN_001527",168926,"Cluster_3301","FUN_001527",0.521575480498145,0.000557765907275072,0.0499303451671238,"5UTR","p < 0.05","ntLink_6:13265322-13266519","P56718","Orexin/Hypocretin receptor type 1 (Hypocretin receptor type 1) (Orexin receptor type 1) (Ox-1-R) (Ox1-R) (Ox1R)","Rattus norvegicus (Rat)","feeding behavior [GO:0007631]; G protein-coupled receptor signaling pathway [GO:0007186]; neuropeptide signaling pathway [GO:0007218]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; regulation of cytosolic calcium ion concentration [GO:0051480]","GO:0004930; GO:0005886; GO:0007186; GO:0007218; GO:0007631; GO:0016499; GO:0017046; GO:0051480; GO:0070374"
"69053","Cluster_3301","FUN_001882","Cluster_3301 _ FUN_001882",182696,"Cluster_3301","FUN_001882",0.669910955586884,2.26911594327638e-06,0.0020729913899077,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69068","Cluster_3301","FUN_004515","Cluster_3301 _ FUN_004515",67385,"Cluster_3301","FUN_004515",0.537735603111137,0.000345692988394469,0.0385558843419737,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69071","Cluster_3301","FUN_004882","Cluster_3301 _ FUN_004882",82226,"Cluster_3301","FUN_004882",0.528452788812519,0.000456355376940911,0.0448948379019897,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69081","Cluster_3301","FUN_007027","Cluster_3301 _ FUN_007027",246497,"Cluster_3301","FUN_007027",-0.509658967713345,0.000781924799034306,0.0599262290801481,"5UTR","p < 0.05","ptg000001l:19537081-19537771","Q9GMB8","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","Bos taurus (Bovine)","cytoplasmic translation [GO:0002181]; negative regulation of angiogenesis [GO:0016525]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vascular endothelial growth factor production [GO:1904046]; selenocysteine incorporation [GO:0001514]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]","GO:0000049; GO:0000122; GO:0000978; GO:0001514; GO:0002181; GO:0004828; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006434; GO:0016525; GO:0019899; GO:0042803; GO:0097056; GO:0098619; GO:1904046"
"69083","Cluster_3301","FUN_005958","Cluster_3301 _ FUN_005958",204065,"Cluster_3301","FUN_005958",0.540781494642419,0.000315028256040526,0.0367351249642401,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69088","Cluster_3301","FUN_008192","Cluster_3301 _ FUN_008192",281126,"Cluster_3301","FUN_008192",0.523488763978216,0.000527706242075221,0.0484518051028713,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69090","Cluster_3301","FUN_009162","Cluster_3301 _ FUN_009162",324221,"Cluster_3301","FUN_009162",0.706201611286439,3.55998956049819e-07,0.000569744589939026,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69091","Cluster_3301","FUN_009207","Cluster_3301 _ FUN_009207",329984,"Cluster_3301","FUN_009207",0.650177577979637,5.60484721603991e-06,0.00366210552494455,"5UTR","p < 0.05","ptg000004l:3977032-3987141","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"69092","Cluster_3301","FUN_009213","Cluster_3301 _ FUN_009213",328658,"Cluster_3301","FUN_009213",0.553921932209657,0.000208845345011833,0.0291682449132152,"5UTR","p < 0.05","ptg000004l:4036386-4051721","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"69097","Cluster_3301","FUN_012580","Cluster_3301 _ FUN_012580",1479422,"Cluster_3301","FUN_012580",0.574737833999344,0.000105031209201263,0.0198793032056781,"5UTR","p < 0.05","ptg000008l:10085016-10088197","Q7Z442","Polycystic kidney disease protein 1-like 2 (PC1-like 2 protein) (Polycystin-1L2)","Homo sapiens (Human)","detection of mechanical stimulus [GO:0050982]","GO:0005262; GO:0005509; GO:0016020; GO:0030246; GO:0050982"
"69100","Cluster_3301","FUN_011812","Cluster_3301 _ FUN_011812",399242,"Cluster_3301","FUN_011812",0.642977352449544,7.67239019002537e-06,0.00436940201458619,"5UTR","p < 0.05","ptg000008l:1743087-1748532","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"69105","Cluster_3301","FUN_013463","Cluster_3301 _ FUN_013463",461360,"Cluster_3301","FUN_013463",0.578055793270171,9.3726412713313e-05,0.0187034396465925,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69108","Cluster_3301","FUN_013586","Cluster_3301 _ FUN_013586",457025,"Cluster_3301","FUN_013586",0.512291136261813,0.000726469184373132,0.0576495291812005,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69109","Cluster_3301","FUN_013803","Cluster_3301 _ FUN_013803",467633,"Cluster_3301","FUN_013803",0.617817115610934,2.1626767658512e-05,0.00816505869097475,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69127","Cluster_3301","FUN_014448","Cluster_3301 _ FUN_014448",481862,"Cluster_3301","FUN_014448",0.514980808379911,0.000673449408828538,0.0552888208577352,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69135","Cluster_3301","FUN_016938","Cluster_3301 _ FUN_016938",575396,"Cluster_3301","FUN_016938",0.679197746601116,1.44789979669031e-06,0.00152103211537406,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69139","Cluster_3301","FUN_018352","Cluster_3301 _ FUN_018352",614513,"Cluster_3301","FUN_018352",0.597111642543303,4.75526907827983e-05,0.012853167817514,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69145","Cluster_3301","FUN_022352","Cluster_3301 _ FUN_022352",1495334,"Cluster_3301","FUN_022352",0.602391599715047,3.90999587959293e-05,0.0115249437603686,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69160","Cluster_3301","FUN_025629","Cluster_3301 _ FUN_025629",808160,"Cluster_3301","FUN_025629",0.545373791456381,0.000273398305140407,0.0339106253709121,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69161","Cluster_3301","FUN_026826","Cluster_3301 _ FUN_026826",856202,"Cluster_3301","FUN_026826",0.581616422168987,8.28306601476578e-05,0.0174458625237635,"5UTR","p < 0.05","ptg000020l:13915059-13943611","P35061","Histone H2A","Acropora formosa (Staghorn coral)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"69164","Cluster_3301","FUN_027025","Cluster_3301 _ FUN_027025",859670,"Cluster_3301","FUN_027025",0.62439027617221,1.66420306563483e-05,0.00700358892217696,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
